Description,Start Time,End Time,Timestep,Iterations,Courant Number,Gravitational Constant,Speed of Light,mass_1,qx_1,qy_1,qz_1,px_1,py_1,pz_1,mass_2,qx_2,qy_2,qz_2,px_2,py_2,pz_2
CMScatter_b_67,0,1.3314308371985743045806884765625e9,133143.0837198574445210397243499755859375,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.64091852275325000286102294921875e8,-5149.036354373060930811334401369094848633,0,0.3535533905932737622004221810524245196424,0,0,0,6.6571541859928715229034423828125e8,5149.036354373060930811334401369094848633,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_68,0,1.4789940569938218593597412109375e9,147899.405699382186867296695709228515625,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.0444435465239715576171875e8,-5719.706915746539380052126944065093994141,0,0.3535533905932737622004221810524245196424,0,0,0,7.3949702849691092967987060546875e8,5719.706915746539380052126944065093994141,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_69,0,1.6429117904656169414520263671875e9,164291.17904656170867383480072021484375,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.49269147298849761486053466796875e8,-6353.625212658291275147348642349243164062,0,0.3535533905932737622004221810524245196424,0,0,0,8.2145589523280847072601318359375e8,6353.625212658291275147348642349243164062,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_70,0,1.82499661745578861236572265625e9,182499.661745578865520656108856201171875,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.99061896631270468235015869140625e8,-7057.801026795823418069630861282348632812,0,0.3535533905932737622004221810524245196424,0,0,0,9.12498308727894306182861328125e8,7057.801026795823418069630861282348632812,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_71,0,2.0272620070376031398773193359375e9,202726.2007037603179924190044403076171875,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.5437320405072581768035888671875e8,-7840.021037847636762307956814765930175781,0,0.3535533905932737622004221810524245196424,0,0,0,1.01363100351880156993865966796875e9,7840.021037847636762307956814765930175781,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_72,0,2.25194458218095493316650390625e9,225194.4582180955039802938699722290039063,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.158146944176280498504638671875e8,-8708.934927540527496603317558765411376953,0,0.3535533905932737622004221810524245196424,0,0,0,1.125972291090477466583251953125e9,8708.934927540527496603317558765411376953,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_73,0,2.501528852022772312164306640625e9,250152.8852022772480268031358718872070313,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.8406577931565570831298828125e8,-9674.151026635208836523815989494323730469,0,0.3535533905932737622004221810524245196424,0,0,0,1.2507644260113861560821533203125e9,9674.151026635208836523815989494323730469,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_74,0,2.77877468522870349884033203125e9,277877.4685228703892789781093597412109375,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.5988116989197313785552978515625e8,-10746.34256253162493521813303232192993164,0,0.3535533905932737622004221810524245196424,0,0,0,1.389387342614351749420166015625e9,10746.34256253162493521813303232192993164,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_75,0,3.086747828242753505706787109375e9,308674.7828242753748781979084014892578125,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.440992223497107028961181640625e8,-11937.36568235543745686300098896026611328,0,0.3535533905932737622004221810524245196424,0,0,0,1.5433739141213767528533935546875e9,11937.36568235543745686300098896026611328,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_76,0,3.428853805891485691070556640625e9,342885.380589148611761629581451416015625,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.3765120837601220607757568359375e8,-13260.39055660877420450560748577117919922,0,0.3535533905932737622004221810524245196424,0,0,0,1.7144269029457428455352783203125e9,13260.39055660877420450560748577117919922,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_77,0,3.80887557921103572845458984375e9,380887.5579211036092601716518402099609375,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.04157161301677739620208740234375e9,-14730.04701311147800879552960395812988281,0,0.3535533905932737622004221810524245196424,0,0,0,1.904437789605517864227294921875e9,14730.04701311147800879552960395812988281,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_78,0,4.23101537691202831268310546875e9,423101.537691202829591929912567138671875,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.1570095738705880641937255859375e9,-16362.58631163301106425933539867401123047,0,0.3535533905932737622004221810524245196424,0,0,0,2.115507688456014156341552734375e9,16362.58631163301106425933539867401123047,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_79,0,4.6999411630489940643310546875e9,469994.116304899449460208415985107421875,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.2852415880948517322540283203125e9,-18176.06084809674575808458030223846435547,0,0.3535533905932737622004221810524245196424,0,0,0,2.34997058152449703216552734375e9,18176.06084809674575808458030223846435547,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_80,0,5.220838254727436065673828125e9,522083.8254727436578832566738128662109375,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.4276856277365052700042724609375e9,-20190.5237755011185072362422943115234375,0,0.3535533905932737622004221810524245196424,0,0,0,2.6104191273637180328369140625e9,20190.5237755011185072362422943115234375,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_81,0,5.799466660630031585693359375e9,579946.666063003242015838623046875,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.5859168194726583957672119140625e9,-22428.25074893836790579371154308319091797,0,0.3535533905932737622004221810524245196424,0,0,0,2.8997333303150157928466796875e9,22428.25074893836790579371154308319091797,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_82,0,6.442224774403629302978515625e9,644222.477440362912602722644805908203125,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.761684862145625591278076171875e9,-24913.98624673720041755586862564086914063,0,0.3535533905932737622004221810524245196424,0,0,0,3.2211123872018146514892578125e9,24913.98624673720041755586862564086914063,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_83,0,7.156220127219638824462890625e9,715622.01272196392528712749481201171875,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.9569333746930210590362548828125e9,-27675.21719151420256821438670158386230469,0,0.3535533905932737622004221810524245196424,0,0,0,3.5781100636098194122314453125e9,27675.21719151420256821438670158386230469,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_84,0,7.94934798188009929656982421875e9,794934.79818800999782979488372802734375,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.1738213884197254180908203125e9,-30742.47689679887480451725423336029052734,0,0.3535533905932737622004221810524245196424,0,0,0,3.974673990940049648284912109375e9,30742.47689679887480451725423336029052734,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_85,0,8.830378637552173614501953125e9,883037.863755217404104769229888916015625,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.414747221270288944244384765625e9,-34149.68270023187506012618541717529296875,0,0.3535533905932737622004221810524245196424,0,0,0,4.4151893187760868072509765625e9,34149.68270023187506012618541717529296875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_86,0,9.8090544105349102020263671875e9,980905.4410534910857677459716796875,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.682374998100221157073974609375e9,-37934.51101683838351164013147354125976563,0,0.3535533905932737622004221810524245196424,0,0,0,4.90452720526745510101318359375e9,37934.51101683838351164013147354125976563,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_87,0,1.089619736345829010009765625e10,1.0896197363458289764821529388427734375e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.979664110203688144683837890625e9,-42138.81395966417039744555950164794921875,0,0.3535533905932737622004221810524245196424,0,0,0,5.448098681729145050048828125e9,42138.81395966417039744555950164794921875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_88,0,1.2103828974169277191162109375e10,1.210382897416927851736545562744140625e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.309901939857036590576171875e9,-46809.08213470837654313072562217712402344,0,0.3535533905932737622004221810524245196424,0,0,0,6.0519144870846385955810546875e9,46809.08213470837654313072562217712402344,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_89,0,1.344530306758705902099609375e10,1.3445303067587059922516345977783203125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.676740211741674900054931640625e9,-51996.95872767602122621610760688781738281,0,0.3535533905932737622004221810524245196424,0,0,0,6.722651533793529510498046875e9,51996.95872767602122621610760688781738281,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_90,0,1.49354534804696483612060546875e10,1.493545348046964965760707855224609375e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.0842353732153491973876953125e9,-57759.81056725086091319099068641662597656,0,0.3535533905932737622004221810524245196424,0,0,0,7.46772674023482418060302734375e9,57759.81056725086091319099068641662597656,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_91,0,1.65907580919487133026123046875e10,1.65907580919487145729362964630126953125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.53689344995134258270263671875e9,-64161.36247962850029580295085906982421875,0,0.3535533905932737622004221810524245196424,0,0,0,8.29537904597435665130615234375e9,64161.36247962850029580295085906982421875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_92,0,1.842952103365972900390625e10,1.8429521033659731037914752960205078125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.0397198729530963897705078125e9,-71272.40194891479040961712598800659179687,0,0.3535533905932737622004221810524245196424,0,0,0,9.214760516829864501953125e9,71272.40194891479040961712598800659179687,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_93,0,2.0472075094322113037109375e10,2.04720750943221128545701503753662109375e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.598274827924549102783203125e9,-79171.56187542802945245057344436645507812,0,0.3535533905932737622004221810524245196424,0,0,0,1.02360375471610565185546875e10,79171.56187542802945245057344436645507812,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_94,0,2.2741006556931549072265625e10,2.2741006556931552477180957794189453125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.2187347390419788360595703125e9,-87946.19008753876551054418087005615234375,0,0.3535533905932737622004221810524245196424,0,0,0,1.13705032784657745361328125e10,87946.19008753876551054418087005615234375,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_95,0,2.5261404954783267974853515625e10,2.5261404954783269204199314117431640625e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.90796056700643253326416015625e9,-97693.315221990342251956462860107421875,0,0.3535533905932737622004221810524245196424,0,0,0,1.26307024773916339874267578125e10,97693.315221990342251956462860107421875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_96,0,2.806114050809423828125e10,2.8061140508094239048659801483154296875e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.6735736766072902679443359375e9,-108520.7196532720408868044614791870117187,0,0.3535533905932737622004221810524245196424,0,0,0,1.4030570254047119140625e10,108520.7196532720408868044614791870117187,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_97,0,3.117117230908040618896484375e10,3.117117230908040888607501983642578125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.52404011273005390167236328125e9,-120548.131336351274512708187103271484375,0,0.3535533905932737622004221810524245196424,0,0,0,1.5585586154540203094482421875e10,120548.131336351274512708187103271484375,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_98,0,3.462589066335744476318359375e10,3.4625890663357446901500225067138671875e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.4687642167209625244140625e9,-133908.5477419984235893934965133666992187,0,0.3535533905932737622004221810524245196424,0,0,0,1.7312945331678722381591796875e10,133908.5477419984235893934965133666992187,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_99,0,3.846349737322905731201171875e10,3.84634973732290603220462799072265625e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.05181926183052825927734375e10,-148749.7065245990524999797344207763671875,0,0.3535533905932737622004221810524245196424,0,0,0,1.9231748686614528656005859375e10,148749.7065245990524999797344207763671875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_100,0,4.2726428167983673095703125e10,4.272642816798367537558078765869140625e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.168392975298773956298828125e10,-165235.7191848978691268712282180786132812,0,0.3535533905932737622004221810524245196424,0,0,0,2.13632140839918365478515625e10,165235.7191848978691268712282180786132812,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_101,0,4.74618219523757171630859375e10,4.746182195237572304904460906982421875e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.29788661823106689453125e10,-183548.8857924926269333809614181518554688,0,0.3535533905932737622004221810524245196424,0,0,0,2.373091097618785858154296875e10,183548.8857924926269333809614181518554688,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_102,0,5.272204206217685699462890625e10,5.27220420621768571436405181884765625e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.44173211359176731109619140625e10,-203891.71083503053523600101470947265625,0,0.3535533905932737622004221810524245196424,0,0,0,2.6361021031088428497314453125e10,203891.71083503053523600101470947265625,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_103,0,5.85652552907698211669921875e10,5.8565255290769822895526885986328125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.60152008516334629058837890625e10,-226489.1424850918410811573266983032226562,0,0.3535533905932737622004221810524245196424,0,0,0,2.928262764538491058349609375e10,226489.1424850918410811573266983032226562,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_104,0,6.50560750895812835693359375e10,6.505607508958128280937671661376953125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.779017446446270751953125e10,-251591.0600462667644023895263671875,0,0.3535533905932737622004221810524245196424,0,0,0,3.252803754479064178466796875e10,251591.0600462667644023895263671875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_105,0,7.2266276054776641845703125e10,7.2266276054776646196842193603515625e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.9761869389464496612548828125e10,-279475.037084264098666608333587646484375,0,0.3535533905932737622004221810524245196424,0,0,0,3.61331380273883209228515625e10,279475.037084264098666608333587646484375,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_106,0,8.0275587600911865234375e10,8.027558760091186501085758209228515625e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.195208835901927947998046875e10,-310449.410797376069240272045135498046875,0,0.3535533905932737622004221810524245196424,0,0,0,4.01377938004559326171875e10,310449.410797376069240272045135498046875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_107,0,8.91725755978777923583984375e10,8.9172575597877800464630126953125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.438505051445682525634765625e10,-344856.6915669786394573748111724853515625,0,0.3535533905932737622004221810524245196424,0,0,0,4.458628779893889617919921875e10,344856.6915669786394573748111724853515625,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_108,0,9.905562172015673828125e10,9.905562172015674412250518798828125e6,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.7087659218003276824951171875e10,-383077.3503904082463122904300689697265625,0,0.3535533905932737622004221810524245196424,0,0,0,4.9527810860078369140625e10,383077.3503904082463122904300689697265625,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_109,0,1.10034011337901763916015625e11,1.10034011337901763617992401123046875e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.0089799546475208282470703125e10,-425534.026077130460180342197418212890625,0,0.3535533905932737622004221810524245196424,0,0,0,5.50170056689508819580078125e10,425534.026077130460180342197418212890625,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_110,0,1.222291419795889434814453125e11,1.2222914197958894073963165283203125e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.3424668756365108489990234375e10,-472696.1987307979143224656581878662109375,0,0.3535533905932737622004221810524245196424,0,0,0,6.111457098979447174072265625e10,472696.1987307979143224656581878662109375,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_111,0,1.357758657292572021484375e11,1.35775865729257203638553619384765625e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.7129143374556060791015625e10,-525085.38119592331349849700927734375,0,0.3535533905932737622004221810524245196424,0,0,0,6.788793286462860107421875e10,525085.38119592331349849700927734375,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_112,0,1.508239804023802490234375e11,1.50823980402380265295505523681640625e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.124418697390430450439453125e10,-583280.885875472216866910457611083984375,0,0.3535533905932737622004221810524245196424,0,0,0,7.541199020119012451171875e10,583280.885875472216866910457611083984375,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_113,0,1.6753988598958941650390625e11,1.67539885989589430391788482666015625e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.581530314281630706787109375e10,-647926.230688055045902729034423828125,0,0.3535533905932737622004221810524245196424,0,0,0,8.3769942994794708251953125e10,647926.230688055045902729034423828125,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_114,0,1.86108424684975860595703125e11,1.86108424684975855052471160888671875e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.089303865769606781005859375e10,-719736.255000919918529689311981201171875,0,0.3535533905932737622004221810524245196424,0,0,0,9.30542123424879302978515625e10,719736.255000919918529689311981201171875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_115,0,2.06734924845750274658203125e11,2.06734924845750294625759124755859375e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.6533542422273956298828125e10,-799505.0242257453501224517822265625,0,0.3535533905932737622004221810524245196424,0,0,0,1.033674624228751373291015625e11,799505.0242257453501224517822265625,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_116,0,2.29647471485089935302734375e11,2.29647471485089957714080810546875e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.279918635449253082275390625e10,-888114.61048518749885261058807373046875,0,0.3535533905932737622004221810524245196424,0,0,0,1.148237357425449676513671875e11,888114.61048518749885261058807373046875,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_117,0,2.55099428404969390869140625e11,2.55099428404969386756420135498046875e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.97592550866309661865234375e10,-986544.846445578266866505146026611328125,0,0.3535533905932737622004221810524245196424,0,0,0,1.275497142024846954345703125e11,986544.846445578266866505146026611328125,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_118,0,2.8337223985837445068359375e11,2.833722398583744466304779052734375e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.7490712105277435302734375e10,-1.0958841601723232306540012359619140625e6,0,0.3535533905932737622004221810524245196424,0,0,0,1.41686119929187225341796875e11,1.0958841601723232306540012359619140625e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_119,0,3.1477854272129693603515625e11,3.14778542721296958625316619873046875e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.6079050803020751953125e10,-1.217341610818346031010150909423828125e6,0,0.3535533905932737622004221810524245196424,0,0,0,1.57389271360648468017578125e11,1.217341610818346031010150909423828125e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_120,0,3.4966562358848187255859375e11,3.4966562358848191797733306884765625e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.56192398526739349365234375e10,-1.35226025823457422666251659393310546875e6,0,0.3535533905932737622004221810524245196424,0,0,0,1.74832811794240936279296875e11,1.35226025823457422666251659393310546875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_121,0,3.884192590210172119140625e11,3.88419259021017253398895263671875e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.062167733578484649658203125e11,-1.50213201434178533963859081268310546875e6,0,0.3535533905932737622004221810524245196424,0,0,0,1.9420962951050860595703125e11,1.50213201434178533963859081268310546875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_122,0,4.3146798141070086669921875e11,4.3146798141070090234279632568359375e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.179888373923008575439453125e11,-1.66861414048825646750628948211669921875e6,0,0.3535533905932737622004221810524245196424,0,0,0,2.15733990705350433349609375e11,1.66861414048825646750628948211669921875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_123,0,4.7928781763252276611328125e11,4.7928781763252280652523040771484375e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.310656058274825286865234375e11,-1.85354757321871933527290821075439453125e6,0,0.3535533905932737622004221810524245196424,0,0,0,2.39643908816261383056640625e11,1.85354757321871933527290821075439453125e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_124,0,5.3240755288463946533203125e11,5.324075528846395015716552734375e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.4559167977737823486328125e11,-2.058977281098489649593830108642578125e6,0,0.3535533905932737622004221810524245196424,0,0,0,2.66203776442319732666015625e11,2.058977281098489649593830108642578125e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_125,0,5.91414577922657958984375e11,5.9141457792265795171260833740234375e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.6172768657781591796875e11,-2.28717487769572436809539794921875e6,0,0.3535533905932737622004221810524245196424,0,0,0,2.957072889613289794921875e11,2.28717487769572436809539794921875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_126,0,6.56961384346143798828125e11,6.5696138434614382684230804443359375e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.79652055981541717529296875e11,-2.540663740773067809641361236572265625e6,0,0.3535533905932737622004221810524245196424,0,0,0,3.284806921730718994140625e11,2.540663740773067809641361236572265625e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_127,0,7.297727797613468017578125e11,7.29772779761346876621246337890625e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.995629932099833984375e11,-2.8222469154532835818827152252197265625e6,0,0.3535533905932737622004221810524245196424,0,0,0,3.6488638988067340087890625e11,2.8222469154532835818827152252197265625e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_128,0,8.106539026044189453125e11,8.106539026044189929962158203125e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.21680670679436676025390625e11,-3.135038109908230602741241455078125e6,0,0.3535533905932737622004221810524245196424,0,0,0,4.0532695130220947265625e11,3.135038109908230602741241455078125e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_129,0,9.0049912525195263671875e11,9.00499125251952707767486572265625e7,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.46249662637485137939453125e11,-3.48249612631730735301971435546875e6,0,0.3535533905932737622004221810524245196424,0,0,0,4.50249562625976318359375e11,3.48249612631730735301971435546875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_130,0,1.0003019438681806640625e12,1.0003019438681806623935699462890625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.73541649631520263671875e11,-3.8684631078280531801283359527587890625e6,0,0.3535533905932737622004221810524245196424,0,0,0,5.0015097193409033203125e11,3.8684631078280531801283359527587890625e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_131,0,1.111165964349492919921875e12,1.1111659643494929373264312744140625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.0385842271502545166015625e11,-4.297207024448859505355358123779296875e6,0,0.3535533905932737622004221810524245196424,0,0,0,5.555829821747464599609375e11,4.297207024448859505355358123779296875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_132,0,1.234317105847237548828125e12,1.2343171058472375571727752685546875e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.3753522061169842529296875e11,-4.7734688676765859127044677734375e6,0,0.3535533905932737622004221810524245196424,0,0,0,6.171585529236187744140625e11,4.7734688676765859127044677734375e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_133,0,1.371117156813763916015625e12,1.37111715681376397609710693359375e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.7494443673933489990234375e11,-5.30251507573108375072479248046875e6,0,0.3535533905932737622004221810524245196424,0,0,0,6.855585784068819580078125e11,5.30251507573108375072479248046875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_134,0,1.523078833472578125e12,1.523078833472578227519989013671875e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.1649973708522882080078125e11,-5.89019576910758949816226959228515625e6,0,0.3535533905932737622004221810524245196424,0,0,0,7.615394167362890625e11,5.89019576910758949816226959228515625e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_135,0,1.691882507227118896484375e12,1.691882507227118909358978271484375e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.6266063446799237060546875e11,-6.54300944040775857865810394287109375e6,0,0.3535533905932737622004221810524245196424,0,0,0,8.459412536135594482421875e11,6.54300944040775857865810394287109375e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_136,0,1.879394785977542724609375e12,1.879394785977542698383331298828125e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.139375697673560791015625e11,-7.26817481378063745796680450439453125e6,0,0.3535533905932737622004221810524245196424,0,0,0,9.396973929887713623046875e11,7.26817481378063745796680450439453125e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_137,0,2.087689154815184326171875e12,2.08768915481518447399139404296875e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.708975563094927978515625e11,-8.07371066858542524278163909912109375e6,0,0.3535533905932737622004221810524245196424,0,0,0,1.0438445774075921630859375e12,8.07371066858542524278163909912109375e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_138,0,2.3190689043366396484375e12,2.3190689043366396427154541015625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.341704498227012939453125e11,-8.96852450995510630309581756591796875e6,0,0.3535533905932737622004221810524245196424,0,0,0,1.15953445216831982421875e12,8.96852450995510630309581756591796875e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_139,0,2.576092600115673828125e12,2.576092600115673840045928955078125e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.044559132957703857421875e11,-9.96251106676803529262542724609375e6,0,0.3535533905932737622004221810524245196424,0,0,0,1.2880463000578369140625e12,9.96251106676803529262542724609375e6,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_140,0,2.86160237497083251953125e12,2.86160237497083246707916259765625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.825311537554609375e11,-1.10666617062043845653533935546875e7,0,0.3535533905932737622004221810524245196424,0,0,0,1.430801187485416259765625e12,1.10666617062043845653533935546875e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_141,0,3.17875535688080712890625e12,3.17875535688080728054046630859375e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.6925951651533837890625e11,-1.22931859747787080705165863037109375e7,0,0.3535533905932737622004221810524245196424,0,0,0,1.589377678440403564453125e12,1.22931859747787080705165863037109375e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_142,0,3.53105858007313916015625e12,3.53105858007313907146453857421875e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.656000319299837646484375e11,-1.365564660983276553452014923095703125e7,0,0.3535533905932737622004221810524245196424,0,0,0,1.765529290036569580078125e12,1.365564660983276553452014923095703125e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_143,0,3.922407765328275390625e12,3.92240776532827556133270263671875e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.0726180202212755126953125e12,-1.516910951442706584930419921875e7,0,0.3535533905932737622004221810524245196424,0,0,0,1.9612038826641376953125e12,1.516910951442706584930419921875e7,0,-0.3535533905932737622004221810524245196424,0,0
