Description,Start Time,End Time,Timestep,Iterations,Courant Number,Gravitational Constant,Speed of Light,mass_1,qx_1,qy_1,qz_1,px_1,py_1,pz_1,mass_2,qx_2,qy_2,qz_2,px_2,py_2,pz_2
CMScatter_b_144,0,4.357130398326294921875e12,4.35713039832629501819610595703125e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.191496871643468505859375e12,-1.68503103540330789983272552490234375e7,0,0.3535533905932737622004221810524245196424,0,0,0,2.1785651991631474609375e12,1.68503103540330789983272552490234375e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_145,0,4.840033582390740234375e12,4.84003358239074051380157470703125e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.323551132250512939453125e12,-1.87178396172294132411479949951171875e7,0,0.3535533905932737622004221810524245196424,0,0,0,2.4200167911953701171875e12,1.87178396172294132411479949951171875e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_146,0,5.376457194778638671875e12,5.3764571947786390781402587890625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.4702410399662392578125e12,-2.0792348186777792870998382568359375e7,0,0.3535533905932737622004221810524245196424,0,0,0,2.6882285973893193359375e12,2.0792348186777792870998382568359375e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_147,0,5.9723329343117265625e12,5.9723329343117272853851318359375e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.633188671695287109375e12,-2.309677569425575435161590576171875e7,0,0.3535533905932737622004221810524245196424,0,0,0,2.98616646715586328125e12,2.309677569425575435161590576171875e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_148,0,6.634249913289431640625e12,6.634249913289432525634765625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.814195880027308349609375e12,-2.5656604183360122144222259521484375e7,0,0.3535533905932737622004221810524245196424,0,0,0,3.3171249566447158203125e12,2.5656604183360122144222259521484375e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_149,0,7.3695275189900439453125e12,7.36952751899004459381103515625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.01526421787606982421875e12,-2.8500139886855460703372955322265625e7,0,0.3535533905932737622004221810524245196424,0,0,0,3.68476375949502197265625e12,2.8500139886855460703372955322265625e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_150,0,8.1862963504525712890625e12,8.1862963504525721073150634765625e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.23861707137738330078125e12,-3.16588262330183424055576324462890625e7,0,0.3535533905932737622004221810524245196424,0,0,0,4.09314817522628564453125e12,3.16588262330183424055576324462890625e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_151,0,9.093588125527103515625e12,9.0935881255271041393280029296875e8,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.486724245788416015625e12,-3.5167591542759835720062255859375e7,0,0.3535533905932737622004221810524245196424,0,0,0,4.5467940627635517578125e12,3.5167591542759835720062255859375e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_152,0,1.0101435552373560546875e13,1.01014355523735606670379638671875e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.76232927625588916015625e12,-3.906523526221334934234619140625e7,0,0.3535533905932737622004221810524245196424,0,0,0,5.0507177761867802734375e12,3.906523526221334934234619140625e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_153,0,1.1220983269774154296875e13,1.122098326977415561676025390625e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.0684797654518974609375e12,-4.339485700169487297534942626953125e7,0,0.3535533905932737622004221810524245196424,0,0,0,5.6104916348870771484375e12,4.339485700169487297534942626953125e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_154,0,1.24646110830223515625e13,1.246461108302235126495361328125e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.40856108354676806640625e12,-4.8204333125289715826511383056640625e7,0,0.3535533905932737622004221810524245196424,0,0,0,6.23230554151117578125e12,4.8204333125289715826511383056640625e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_155,0,1.384607085811390625e13,1.3846070858113906383514404296875e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.78633380316864501953125e12,-5.3546846161127991974353790283203125e7,0,0.3535533905932737622004221810524245196424,0,0,0,6.923035429056953125e12,5.3546846161127991974353790283203125e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_156,0,1.5380638587997203125e13,1.538063858799720287322998046875e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.20597528330045947265625e12,-5.948147288649530708789825439453125e7,0,0.3535533905932737622004221810524245196424,0,0,0,7.6903192939986015625e12,5.948147288649530708789825439453125e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_157,0,1.7085283312410625e13,1.708528331241062641143798828125e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.6721258619433046875e12,-6.6073837590743087232112884521484375e7,0,0.3535533905932737622004221810524245196424,0,0,0,8.5426416562053125e12,6.6073837590743087232112884521484375e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_158,0,1.8978854759199421875e13,1.897885475919942378997802734375e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.189940168338384765625e12,-7.3396837739690482616424560546875e7,0,0.3535533905932737622004221810524245196424,0,0,0,9.4894273795997109375e12,7.3396837739690482616424560546875e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_159,0,2.1082291782024015625e13,2.108229178202401638031005859375e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.7651441221510302734375e12,-8.153145006581519544124603271484375e7,0,0.3535533905932737622004221810524245196424,0,0,0,1.05411458910120078125e13,8.153145006581519544124603271484375e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_160,0,2.341885389933538671875e13,2.341885389933538913726806640625e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.4040982499059765625e12,-9.056762599786834418773651123046875e7,0,0.3535533905932737622004221810524245196424,0,0,0,1.1709426949667693359375e13,9.056762599786834418773651123046875e7,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_161,0,2.601437849494371484375e13,2.6014378494943714141845703125e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.1138680188183203125e12,-1.00605286331450879573822021484375e8,0,0.3535533905932737622004221810524245196424,0,0,0,1.3007189247471857421875e13,1.00605286331450879573822021484375e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_162,0,2.889756652426950390625e13,2.8897566524269504547119140625e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.902301965762203125e12,-1.1175542613948476314544677734375e8,0,0.3535533905932737622004221810524245196424,0,0,0,1.4448783262134751953125e13,1.1175542613948476314544677734375e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_163,0,3.21002998855763359375e13,3.210029988557633876800537109375e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.7781184853162470703125e12,-1.24141342140522062778472900390625e8,0,0.3535533905932737622004221810524245196424,0,0,0,1.605014994278816796875e13,1.24141342140522062778472900390625e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_164,0,3.56579939656348046875e13,3.565799396563480854034423828125e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.751002236576587890625e12,-1.378999960969699323177337646484375e8,0,0.3535533905932737622004221810524245196424,0,0,0,1.782899698281740234375e13,1.378999960969699323177337646484375e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_165,0,3.960998925821778125e13,3.96099892582177829742431640625e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.0831711234790439453125e13,-1.531835293194966614246368408203125e8,0,0.3535533905932737622004221810524245196424,0,0,0,1.9804994629108890625e13,1.531835293194966614246368408203125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_166,0,4.3999986385891375e13,4.399998638589138031005859375e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.203219581201497265625e13,-1.7016094502480328083038330078125e8,0,0.3535533905932737622004221810524245196424,0,0,0,2.19999931929456875e13,1.7016094502480328083038330078125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_167,0,4.887652933551275e13,4.8876529335512752532958984375e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.3365730762252134765625e13,-1.8901997715004253387451171875e8,0,0.3535533905932737622004221810524245196424,0,0,0,2.4438264667756375e13,1.8901997715004253387451171875e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_168,0,5.42935422509868203125e13,5.429354225098682403564453125e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.4847062132302232421875e13,-2.099691662889781892299652099609375e8,0,0.3535533905932737622004221810524245196424,0,0,0,2.714677112549341015625e13,2.099691662889781892299652099609375e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_169,0,6.03109257190625e13,6.03109257190625e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.6492570281529390625e13,-2.332401657053032219409942626953125e8,0,0.3535533905932737622004221810524245196424,0,0,0,3.015546285953125e13,2.332401657053032219409942626953125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_170,0,6.69952191418154453125e13,6.699521914181545257568359375e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.832045101363152734375e13,-2.5909030292269623279571533203125e8,0,0.3535533905932737622004221810524245196424,0,0,0,3.349760957090772265625e13,2.5909030292269623279571533203125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_171,0,7.442033652024075e13,7.44203365202407550811767578125e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.035091678334494140625e13,-2.87805425217326581478118896484375e8,0,0.3535533905932737622004221810524245196424,0,0,0,3.7210168260120375e13,2.87805425217326581478118896484375e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_172,0,8.266838378515078125e13,8.26683837851507854461669921875e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.2606420202999953125e13,-3.19703060477876722812652587890625e8,0,0.3535533905932737622004221810524245196424,0,0,0,4.1334191892575390625e13,3.19703060477876722812652587890625e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_173,0,9.183056671331040625e13,9.1830566713310413360595703125e9,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.511190232043229296875e13,-3.55135928385437488555908203125e8,0,0.3535533905932737622004221810524245196424,0,0,0,4.5915283356655203125e13,3.55135928385437488555908203125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_174,0,1.02008199468422375e14,1.02008199468422374725341796875e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.789506841367343359375e13,-3.94495840739423096179962158203125e8,0,0.3535533905932737622004221810524245196424,0,0,0,5.10040997342111875e13,3.94495840739423096179962158203125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_175,0,1.133138249192705625e14,1.13313824919270572662353515625e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.09866943521197265625e13,-4.38218034058775007724761962890625e8,0,0.3535533905932737622004221810524245196424,0,0,0,5.665691245963528125e13,4.38218034058775007724761962890625e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_176,0,1.2587245912334575e14,1.2587245912334575653076171875e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.442096691188020703125e13,-4.867859823677654266357421875e8,0,0.3535533905932737622004221810524245196424,0,0,0,6.2936229561672875e13,4.867859823677654266357421875e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_177,0,1.39822973737284015625e14,1.39822973737284030914306640625e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.8235861808463734375e13,-5.4073674338552868366241455078125e8,0,0.3535533905932737622004221810524245196424,0,0,0,6.99114868686420078125e13,5.4073674338552868366241455078125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_178,0,1.553196316406210625e14,1.5531963164062107086181640625e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.24735636270385859375e13,-6.006668972367455959320068359375e8,0,0.3535533905932737622004221810524245196424,0,0,0,7.765981582031053125e13,6.006668972367455959320068359375e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_179,0,1.7253379275358284375e14,1.725337927535828399658203125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.71809322937967265625e13,-6.672391433529407978057861328125e8,0,0.3535533905932737622004221810524245196424,0,0,0,8.6266896376791421875e13,6.672391433529407978057861328125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_180,0,1.9165580891160840625e14,1.91655808911608428955078125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.241002124659815625e13,-7.411896285120117664337158203125e8,0,0.3535533905932737622004221810524245196424,0,0,0,9.5827904455804203125e13,7.411896285120117664337158203125e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_181,0,2.1289712874987021875e14,2.128971287498702239990234375e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.82186530347560703125e13,-8.233360870484559535980224609375e8,0,0.3535533905932737622004221810524245196424,0,0,0,1.06448564374935109375e14,8.233360870484559535980224609375e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_182,0,2.3649263587331590625e14,2.3649263587331592559814453125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.4671058712866171875e13,-9.1458688324762058258056640625e8,0,0.3535533905932737622004221810524245196424,0,0,0,1.18246317936657953125e14,9.1458688324762058258056640625e8,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_183,0,2.6270324616739515625e14,2.62703246167395172119140625e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.1838588099009375e13,-1.015951055913534641265869140625e9,0,0.3535533905932737622004221810524245196424,0,0,0,1.31351623083697578125e14,1.015951055913534641265869140625e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_184,0,2.91818792970178625e14,2.9181879297017864227294921875e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.9800498751266046875e13,-1.1285494761817767620086669921875e9,0,0.3535533905932737622004221810524245196424,0,0,0,1.459093964850893125e14,1.1285494761817767620086669921875e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_185,0,3.241612320097065e14,3.241612320097064971923828125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.86448323869359375e13,-1.2536272419589459896087646484375e9,0,0.3535533905932737622004221810524245196424,0,0,0,1.6208061600485325e14,1.2536272419589459896087646484375e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_186,0,3.600882015463241875e14,3.600882015463242340087890625e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.8469388435787171875e13,-1.39256744604474639892578125e9,0,0.3535533905932737622004221810524245196424,0,0,0,1.8004410077316209375e14,1.39256744604474639892578125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_187,0,3.999969770875735e14,3.9999697708757354736328125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.09382805492753328125e14,-1.54690647018270015716552734375e9,0,0.3535533905932737622004221810524245196424,0,0,0,1.9999848854378675e14,1.54690647018270015716552734375e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_188,0,4.443288644063325e14,4.44328864406332550048828125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.215057626286339375e14,-1.718350974159000873565673828125e9,0,0.3535533905932737622004221810524245196424,0,0,0,2.2216443220316625e14,1.718350974159000873565673828125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_189,0,4.935740794395981875e14,4.93574079439598236083984375e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.34972313842727734375e14,-1.908796767812633991241455078125e9,0,0.3535533905932737622004221810524245196424,0,0,0,2.4678703971979909375e14,1.908796767812633991241455078125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_190,0,5.48277169029162625e14,5.482771690291626739501953125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.499313704135926875e14,-2.1203497746408698558807373046875e9,0,0.3535533905932737622004221810524245196424,0,0,0,2.741385845145813125e14,2.1203497746408698558807373046875e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_191,0,6.0904303244599425e14,6.090430324459942626953125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.6654834753956559375e14,-2.355349318812813282012939453125e9,0,0.3535533905932737622004221810524245196424,0,0,0,3.04521516222997125e14,2.355349318812813282012939453125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_192,0,6.7654361028351075e14,6.765436102835108184814453125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.8500699347736484375e14,-2.61639399309560108184814453125e9,0,0.3535533905932737622004221810524245196424,0,0,0,3.38271805141755375e14,2.61639399309560108184814453125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_193,0,7.51525314684612125e14,7.5152531468461212158203125e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.0551142140514178125e14,-2.906370393737239360809326171875e9,0,0.3535533905932737622004221810524245196424,0,0,0,3.757626573423060625e14,2.906370393737239360809326171875e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_194,0,8.34817283064910625e14,8.34817283064910736083984375e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.2828836647804440625e14,-3.22848504005249881744384765625e9,0,0.3535533905932737622004221810524245196424,0,0,0,4.174086415324553125e14,3.22848504005249881744384765625e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_195,0,9.27340546600683625e14,9.2734054660068359375e10,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.5358969303450109375e14,-3.58629983167421436309814453125e9,0,0.3535533905932737622004221810524245196424,0,0,0,4.636702733003418125e14,3.58629983167421436309814453125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_196,0,1.03011821486545475e15,1.030118214865454864501953125e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.81695179677573625e14,-3.98377143555150508880615234375e9,0,0.3535533905932737622004221810524245196424,0,0,0,5.15059107432727375e14,3.98377143555150508880615234375e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_197,0,1.1442867892355015e15,1.144286789235501556396484375e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.12915613028422875e14,-4.42529503823086833953857421875e9,0,0.3535533905932737622004221810524245196424,0,0,0,5.7214339461775075e14,4.42529503823086833953857421875e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_198,0,1.27110873016638675e15,1.271108730166386871337890625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.475962243621914375e14,-4.91575294722692394256591796875e9,0,0.3535533905932737622004221810524245196424,0,0,0,6.35554365083193375e14,4.91575294722692394256591796875e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_199,0,1.411986417307732e15,1.41198641730773193359375e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.86120507128151e14,-5.46056857891008472442626953125e9,0,0.3535533905932737622004221810524245196424,0,0,0,7.05993208653866e14,5.46056857891008472442626953125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_200,0,1.568477656825275e15,1.56847765682527496337890625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.28914457567730625e14,-6.0657664299018402099609375e9,0,0.3535533905932737622004221810524245196424,0,0,0,7.842388284126375e14,6.0657664299018402099609375e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_201,0,1.74231290740804575e15,1.74231290740804595947265625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.764512853225970625e14,-6.73803869513309955596923828125e9,0,0.3535533905932737622004221810524245196424,0,0,0,8.71156453704022875e14,6.73803869513309955596923828125e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_202,0,1.9354144154434985e15,1.93541441544349853515625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.29256646122048625e14,-7.48481926921898937225341796875e9,0,0.3535533905932737622004221810524245196424,0,0,0,9.6770720772174925e14,7.48481926921898937225341796875e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_203,0,2.14991747095473625e15,2.149917470954736328125e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.87914454412060125e14,-8.3143659494471416473388671875e9,0,0.3535533905932737622004221810524245196424,0,0,0,1.074958735477368125e15,8.3143659494471416473388671875e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_204,0,2.388194019345076e15,2.38819401934507598876953125e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.53073340201236875e14,-9.23585174936887359619140625e9,0,0.3535533905932737622004221810524245196424,0,0,0,1.194097009672538e15,9.23585174936887359619140625e9,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_205,0,2.6528788900453885e15,2.65287889004538848876953125e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.25453821522595e14,-1.02594663327264461517333984375e10,0,0.3535533905932737622004221810524245196424,0,0,0,1.32643944502269425e15,1.02594663327264461517333984375e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_206,0,2.9468989320970025e15,2.9468989320970025634765625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.058562718232675e14,-1.13965286893588428497314453125e10,0,0.3535533905932737622004221810524245196424,0,0,0,1.47344946604850125e15,1.13965286893588428497314453125e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_207,0,3.2735053788474575e15,3.2735053788474578857421875e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.95169770384439875e14,-1.26596122990408420562744140625e10,0,0.3535533905932737622004221810524245196424,0,0,0,1.63675268942372875e15,1.26596122990408420562744140625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_208,0,3.63630979964348e15,3.636309799643480224609375e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.9438193363824875e14,-1.40626841672999420166015625e10,0,0.3535533905932737622004221810524245196424,0,0,0,1.81815489982174e15,1.40626841672999420166015625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_209,0,4.039324036070073e15,4.0393240360700732421875e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.104589836094994625e15,-1.56212592706501560211181640625e10,0,0.3535533905932737622004221810524245196424,0,0,0,2.0196620180350365e15,1.56212592706501560211181640625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_210,0,4.487004564345187e15,4.4870045643451873779296875e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.227012141642791e15,-1.7352572119076923370361328125e10,0,0.3535533905932737622004221810524245196424,0,0,0,2.2435022821725935e15,1.7352572119076923370361328125e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_211,0,4.984301774423248e15,4.984301774423248291015625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.36300257936589475e15,-1.9275767332887592315673828125e10,0,0.3535533905932737622004221810524245196424,0,0,0,2.492150887211624e15,1.9275767332887592315673828125e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_212,0,5.536714710729127e15,5.536714710729127197265625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.5140649128954745e15,-2.1412111341300189971923828125e10,0,0.3535533905932737622004221810524245196424,0,0,0,2.7683573553645635e15,2.1412111341300189971923828125e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_213,0,6.150351879838086e15,6.1503518798380859375e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.68186956882184625e15,-2.378522754370444488525390625e10,0,0.3535533905932737622004221810524245196424,0,0,0,3.075175939919043e15,2.378522754370444488525390625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_214,0,6.83199879750468e15,6.83199879750468017578125e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.86827210804287625e15,-2.6421357533976078033447265625e10,0,0.3535533905932737622004221810524245196424,0,0,0,3.41599939875234e15,2.6421357533976078033447265625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_215,0,7.589193021966443e15,7.58919302196644287109375e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.07533374430220275e15,-2.9349651276427120208740234375e10,0,0.3535533905932737622004221810524245196424,0,0,0,3.7945965109832215e15,2.9349651276427120208740234375e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_216,0,8.430307503230309e15,8.430307503230308837890625e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.305344136808446e15,-3.2602489442118000030517578125e10,0,0.3535533905932737622004221810524245196424,0,0,0,4.2151537516151545e15,3.2602489442118000030517578125e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_217,0,9.364643170006794e15,9.36464317000679443359375e11,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.5608467089730825e15,-3.621584146988239288330078125e10,0,0.3535533905932737622004221810524245196424,0,0,0,4.682321585003397e15,3.621584146988239288330078125e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_218,0,1.040253177810554e16,1.0402531778105540771484375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.8446667732381045e15,-4.022966331145436859130859375e10,0,0.3535533905932737622004221810524245196424,0,0,0,5.20126588905277e15,4.022966331145436859130859375e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_219,0,1.1555450157575738e16,1.155545015757573974609375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.1599427729939705e15,-4.46883392589091949462890625e10,0,0.3535533905932737622004221810524245196424,0,0,0,5.777725078787869e15,4.46883392589091949462890625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_220,0,1.2836147121920618e16,1.283614712192061767578125e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.510160987056688e15,-4.964117274008498382568359375e10,0,0.3535533905932737622004221810524245196424,0,0,0,6.418073560960309e15,4.964117274008498382568359375e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_221,0,1.4258784442730704e16,1.425878444273070556640625e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.8991940804613725e15,-5.51429315091336212158203125e10,0,0.3535533905932737622004221810524245196424,0,0,0,7.129392221365352e15,5.51429315091336212158203125e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_222,0,1.5839093448614064e16,1.583909344861406494140625e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.3313439278616965e15,-6.12544532608436431884765625e10,0,0.3535533905932737622004221810524245196424,0,0,0,7.919546724307032e15,6.12544532608436431884765625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_223,0,1.7594548980073044e16,1.759454898007304443359375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.811389183070504e15,-6.804331836553513336181640625e10,0,0.3535533905932737622004221810524245196424,0,0,0,8.797274490036522e15,6.804331836553513336181640625e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_224,0,1.95445626238967e16,1.954456262389670166015625e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.344638120759049e15,-7.55845971635369873046875e10,0,0.3535533905932737622004221810524245196424,0,0,0,9.77228131194835e15,7.55845971635369873046875e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_225,0,2.1710697363828232e16,2.1710697363828232421875e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.936987334631114e15,-8.39616800827261505126953125e10,0,0.3535533905932737622004221810524245196424,0,0,0,1.0855348681914116e16,8.39616800827261505126953125e10,0,-0.3535533905932737622004221810524245196424,0,0
