"Description","Start Time","End Time","Timestep","Iterations","Courant Number","Gravitational Constant","Number of Particles","mass_1","qx_1","qy_1","qz_1","px_1","py_1","pz_1","mass_2","qx_2","qy_2","qz_2","px_2","py_2","pz_2"
"CMScatter_b_195",0,7.17259966334842875e14,7.1725996633484283447265625e10,0,0.001,1,2,0,-3.586299831674214375e14,-3.58629983167421436309814453125e9,0,0.5,0,0,0,3.586299831674214375e14,3.58629983167421436309814453125e9,0,-0.5,0,0
"CMScatter_b_196",0,7.96754287110301e14,7.96754287110301055908203125e10,0,0.001,1,2,0,-3.983771435551505e14,-3.98377143555150508880615234375e9,0,0.5,0,0,0,3.983771435551505e14,3.98377143555150508880615234375e9,0,-0.5,0,0
"CMScatter_b_197",0,8.85059007646173625e14,8.850590076461737060546875e10,0,0.001,1,2,0,-4.425295038230868125e14,-4.42529503823086833953857421875e9,0,0.5,0,0,0,4.425295038230868125e14,4.42529503823086833953857421875e9,0,-0.5,0,0
"CMScatter_b_198",0,9.8315058944538475e14,9.8315058944538482666015625e10,0,0.001,1,2,0,-4.91575294722692375e14,-4.91575294722692394256591796875e9,0,0.5,0,0,0,4.91575294722692375e14,4.91575294722692394256591796875e9,0,-0.5,0,0
"CMScatter_b_199",0,1.092113715782017e15,1.092113715782017059326171875e11,0,0.001,1,2,0,-5.460568578910085e14,-5.46056857891008472442626953125e9,0,0.5,0,0,0,5.460568578910085e14,5.46056857891008472442626953125e9,0,-0.5,0,0
"CMScatter_b_200",0,1.213153285980368e15,1.2131532859803680419921875e11,0,0.001,1,2,0,-6.06576642990184e14,-6.0657664299018402099609375e9,0,0.5,0,0,0,6.06576642990184e14,6.0657664299018402099609375e9,0,-0.5,0,0
"CMScatter_b_201",0,1.34760773902662e15,1.347607739026620025634765625e11,0,0.001,1,2,0,-6.7380386951331e14,-6.73803869513309955596923828125e9,0,0.5,0,0,0,6.7380386951331e14,6.73803869513309955596923828125e9,0,-0.5,0,0
"CMScatter_b_202",0,1.49696385384379775e15,1.49696385384379791259765625e11,0,0.001,1,2,0,-7.48481926921898875e14,-7.48481926921898937225341796875e9,0,0.5,0,0,0,7.48481926921898875e14,7.48481926921898937225341796875e9,0,-0.5,0,0
"CMScatter_b_203",0,1.66287318988942825e15,1.66287318988942840576171875e11,0,0.001,1,2,0,-8.31436594944714125e14,-8.3143659494471416473388671875e9,0,0.5,0,0,0,8.31436594944714125e14,8.3143659494471416473388671875e9,0,-0.5,0,0
"CMScatter_b_204",0,1.84717034987377475e15,1.84717034987377471923828125e11,0,0.001,1,2,0,-9.23585174936887375e14,-9.23585174936887359619140625e9,0,0.5,0,0,0,9.23585174936887375e14,9.23585174936887359619140625e9,0,-0.5,0,0
"CMScatter_b_205",0,2.05189326654528925e15,2.051893266545289306640625e11,0,0.001,1,2,0,-1.025946633272644625e15,-1.02594663327264461517333984375e10,0,0.5,0,0,0,1.025946633272644625e15,1.02594663327264461517333984375e10,0,-0.5,0,0
"CMScatter_b_206",0,2.2793057378717685e15,2.27930573787176849365234375e11,0,0.001,1,2,0,-1.13965286893588425e15,-1.13965286893588428497314453125e10,0,0.5,0,0,0,1.13965286893588425e15,1.13965286893588428497314453125e10,0,-0.5,0,0
"CMScatter_b_207",0,2.5319224598081685e15,2.53192245980816864013671875e11,0,0.001,1,2,0,-1.26596122990408425e15,-1.26596122990408420562744140625e10,0,0.5,0,0,0,1.26596122990408425e15,1.26596122990408420562744140625e10,0,-0.5,0,0
"CMScatter_b_208",0,2.8125368334599885e15,2.8125368334599884033203125e11,0,0.001,1,2,0,-1.40626841672999425e15,-1.40626841672999420166015625e10,0,0.5,0,0,0,1.40626841672999425e15,1.40626841672999420166015625e10,0,-0.5,0,0
"CMScatter_b_209",0,3.124251854130031e15,3.1242518541300311279296875e11,0,0.001,1,2,0,-1.5621259270650155e15,-1.56212592706501560211181640625e10,0,0.5,0,0,0,1.5621259270650155e15,1.56212592706501560211181640625e10,0,-0.5,0,0
"CMScatter_b_210",0,3.4705144238153845e15,3.470514423815384521484375e11,0,0.001,1,2,0,-1.73525721190769225e15,-1.7352572119076923370361328125e10,0,0.5,0,0,0,1.73525721190769225e15,1.7352572119076923370361328125e10,0,-0.5,0,0
"CMScatter_b_211",0,3.8551534665775185e15,3.8551534665775189208984375e11,0,0.001,1,2,0,-1.92757673328875925e15,-1.9275767332887592315673828125e10,0,0.5,0,0,0,1.92757673328875925e15,1.9275767332887592315673828125e10,0,-0.5,0,0
"CMScatter_b_212",0,4.282422268260038e15,4.2824222682600384521484375e11,0,0.001,1,2,0,-2.141211134130019e15,-2.1412111341300189971923828125e10,0,0.5,0,0,0,2.141211134130019e15,2.1412111341300189971923828125e10,0,-0.5,0,0
"CMScatter_b_213",0,4.757045508740889e15,4.7570455087408892822265625e11,0,0.001,1,2,0,-2.3785227543704445e15,-2.378522754370444488525390625e10,0,0.5,0,0,0,2.3785227543704445e15,2.378522754370444488525390625e10,0,-0.5,0,0
"CMScatter_b_214",0,5.284271506795216e15,5.284271506795216064453125e11,0,0.001,1,2,0,-2.642135753397608e15,-2.6421357533976078033447265625e10,0,0.5,0,0,0,2.642135753397608e15,2.6421357533976078033447265625e10,0,-0.5,0,0
"CMScatter_b_215",0,5.869930255285424e15,5.8699302552854248046875e11,0,0.001,1,2,0,-2.934965127642712e15,-2.9349651276427120208740234375e10,0,0.5,0,0,0,2.934965127642712e15,2.9349651276427120208740234375e10,0,-0.5,0,0
"CMScatter_b_216",0,6.5204978884236e15,6.520497888423599853515625e11,0,0.001,1,2,0,-3.2602489442118e15,-3.2602489442118000030517578125e10,0,0.5,0,0,0,3.2602489442118e15,3.2602489442118000030517578125e10,0,-0.5,0,0
"CMScatter_b_217",0,7.243168293976479e15,7.2431682939764794921875e11,0,0.001,1,2,0,-3.6215841469882395e15,-3.621584146988239288330078125e10,0,0.5,0,0,0,3.6215841469882395e15,3.621584146988239288330078125e10,0,-0.5,0,0
"CMScatter_b_218",0,8.045932662290874e15,8.0459326622908740234375e11,0,0.001,1,2,0,-4.022966331145437e15,-4.022966331145436859130859375e10,0,0.5,0,0,0,4.022966331145437e15,4.022966331145436859130859375e10,0,-0.5,0,0
"CMScatter_b_219",0,8.937667851781839e15,8.937667851781839599609375e11,0,0.001,1,2,0,-4.4688339258909195e15,-4.46883392589091949462890625e10,0,0.5,0,0,0,4.4688339258909195e15,4.46883392589091949462890625e10,0,-0.5,0,0
"CMScatter_b_220",0,9.928234548016996e15,9.9282345480169970703125e11,0,0.001,1,2,0,-4.964117274008498e15,-4.964117274008498382568359375e10,0,0.5,0,0,0,4.964117274008498e15,4.964117274008498382568359375e10,0,-0.5,0,0
"CMScatter_b_221",0,1.1028586301826724e16,1.10285863018267236328125e12,0,0.001,1,2,0,-5.514293150913362e15,-5.51429315091336212158203125e10,0,0.5,0,0,0,5.514293150913362e15,5.51429315091336212158203125e10,0,-0.5,0,0
"CMScatter_b_222",0,1.2250890652168728e16,1.225089065216872802734375e12,0,0.001,1,2,0,-6.125445326084364e15,-6.12544532608436431884765625e10,0,0.5,0,0,0,6.125445326084364e15,6.12544532608436431884765625e10,0,-0.5,0,0
"CMScatter_b_223",0,1.3608663673107026e16,1.36086636731070263671875e12,0,0.001,1,2,0,-6.804331836553513e15,-6.804331836553513336181640625e10,0,0.5,0,0,0,6.804331836553513e15,6.804331836553513336181640625e10,0,-0.5,0,0
"CMScatter_b_224",0,1.5116919432707398e16,1.511691943270739990234375e12,0,0.001,1,2,0,-7.558459716353699e15,-7.55845971635369873046875e10,0,0.5,0,0,0,7.558459716353699e15,7.55845971635369873046875e10,0,-0.5,0,0
"CMScatter_b_225",0,1.679233601654523e16,1.679233601654523193359375e12,0,0.001,1,2,0,-8.396168008272615e15,-8.39616800827261505126953125e10,0,0.5,0,0,0,8.396168008272615e15,8.39616800827261505126953125e10,0,-0.5,0,0
"CMScatter_b_226",0,1.8653439951691316e16,1.865343995169131591796875e12,0,0.001,1,2,0,-9.326719975845658e15,-9.32671997584565887451171875e10,0,0.5,0,0,0,9.326719975845658e15,9.32671997584565887451171875e10,0,-0.5,0,0
"CMScatter_b_227",0,2.0720811070509968e16,2.072081107050996826171875e12,0,0.001,1,2,0,-1.0360405535254984e16,-1.03604055352549835205078125e11,0,0.5,0,0,0,1.0360405535254984e16,1.03604055352549835205078125e11,0,-0.5,0,0
"CMScatter_b_228",0,2.3017310079626308e16,2.301731007962630859375e12,0,0.001,1,2,0,-1.1508655039813154e16,-1.1508655039813153076171875e11,0,0.5,0,0,0,1.1508655039813154e16,1.1508655039813153076171875e11,0,-0.5,0,0
"CMScatter_b_229",0,2.5568331350488384e16,2.55683313504883837890625e12,0,0.001,1,2,0,-1.2784165675244192e16,-1.27841656752441925048828125e11,0,0.5,0,0,0,1.2784165675244192e16,1.27841656752441925048828125e11,0,-0.5,0,0
"CMScatter_b_230",0,2.8402083726847924e16,2.84020837268479248046875e12,0,0.001,1,2,0,-1.4201041863423962e16,-1.420104186342396240234375e11,0,0.5,0,0,0,1.4201041863423962e16,1.420104186342396240234375e11,0,-0.5,0,0
"CMScatter_b_231",0,3.1549902454290248e16,3.15499024542902490234375e12,0,0.001,1,2,0,-1.5774951227145124e16,-1.5774951227145123291015625e11,0,0.5,0,0,0,1.5774951227145124e16,1.5774951227145123291015625e11,0,-0.5,0,0
"CMScatter_b_232",0,3.5046595681087348e16,3.50465956810873486328125e12,0,0.001,1,2,0,-1.7523297840543674e16,-1.75232978405436737060546875e11,0,0.5,0,0,0,1.7523297840543674e16,1.75232978405436737060546875e11,0,-0.5,0,0
"CMScatter_b_233",0,3.8930829361933192e16,3.8930829361933193359375e12,0,0.001,1,2,0,-1.9465414680966596e16,-1.9465414680966595458984375e11,0,0.5,0,0,0,1.9465414680966596e16,1.9465414680966595458984375e11,0,-0.5,0,0
"CMScatter_b_234",0,4.3245554820773856e16,4.3245554820773857421875e12,0,0.001,1,2,0,-2.1622777410386928e16,-2.162277741038692626953125e11,0,0.5,0,0,0,2.1622777410386928e16,2.162277741038692626953125e11,0,-0.5,0,0
"CMScatter_b_235",0,4.8038483700663928e16,4.803848370066392578125e12,0,0.001,1,2,0,-2.4019241850331964e16,-2.4019241850331964111328125e11,0,0.5,0,0,0,2.4019241850331964e16,2.4019241850331964111328125e11,0,-0.5,0,0
"CMScatter_b_236",0,5.3362615552579456e16,5.3362615552579462890625e12,0,0.001,1,2,0,-2.6681307776289728e16,-2.6681307776289727783203125e11,0,0.5,0,0,0,2.6681307776289728e16,2.6681307776289727783203125e11,0,-0.5,0,0
"CMScatter_b_237",0,5.9276823897192208e16,5.927682389719220703125e12,0,0.001,1,2,0,-2.9638411948596104e16,-2.963841194859610595703125e11,0,0.5,0,0,0,2.9638411948596104e16,2.963841194859610595703125e11,0,-0.5,0,0
"CMScatter_b_238",0,6.584650724019636e16,6.58465072401963671875e12,0,0.001,1,2,0,-3.292325362009818e16,-3.292325362009818115234375e11,0,0.5,0,0,0,3.292325362009818e16,3.292325362009818115234375e11,0,-0.5,0,0
"CMScatter_b_239",0,7.3144312240025504e16,7.31443122400255078125e12,0,0.001,1,2,0,-3.6572156120012752e16,-3.6572156120012750244140625e11,0,0.5,0,0,0,3.6572156120012752e16,3.6572156120012750244140625e11,0,-0.5,0,0
"CMScatter_b_240",0,8.125093702464984e16,8.125093702464984375e12,0,0.001,1,2,0,-4.062546851232492e16,-4.0625468512324920654296875e11,0,0.5,0,0,0,4.062546851232492e16,4.0625468512324920654296875e11,0,-0.5,0,0
"CMScatter_b_241",0,9.02560235404204e16,9.025602354042041015625e12,0,0.001,1,2,0,-4.51280117702102e16,-4.5128011770210198974609375e11,0,0.5,0,0,0,4.51280117702102e16,4.5128011770210198974609375e11,0,-0.5,0,0
"CMScatter_b_242",0,1.0025914880043248e17,1.0025914880043248046875e13,0,0.001,1,2,0,-5.012957440021624e16,-5.0129574400216241455078125e11,0,0.5,0,0,0,5.012957440021624e16,5.0129574400216241455078125e11,0,-0.5,0,0
"CMScatter_b_243",0,1.11370925993494528e17,1.1137092599349453125e13,0,0.001,1,2,0,-5.5685462996747264e16,-5.5685462996747265625e11,0,0.5,0,0,0,5.5685462996747264e16,5.5685462996747265625e11,0,-0.5,0,0
"CMScatter_b_244",0,1.23714227629617888e17,1.23714227629617890625e13,0,0.001,1,2,0,-6.1857113814808944e16,-6.185711381480894775390625e11,0,0.5,0,0,0,6.1857113814808944e16,6.185711381480894775390625e11,0,-0.5,0,0
"CMScatter_b_245",0,1.37425544247400144e17,1.3742554424740015625e13,0,0.001,1,2,0,-6.8712772123700072e16,-6.87127721237000732421875e11,0,0.5,0,0,0,6.8712772123700072e16,6.87127721237000732421875e11,0,-0.5,0,0
"CMScatter_b_246",0,1.52656493707703328e17,1.5265649370770333984375e13,0,0.001,1,2,0,-7.6328246853851664e16,-7.632824685385166015625e11,0,0.5,0,0,0,7.6328246853851664e16,7.632824685385166015625e11,0,-0.5,0,0
"CMScatter_b_247",0,1.69575497763189184e17,1.6957549776318919921875e13,0,0.001,1,2,0,-8.4787748881594592e16,-8.478774888159459228515625e11,0,0.5,0,0,0,8.4787748881594592e16,8.478774888159459228515625e11,0,-0.5,0,0
"CMScatter_b_248",0,1.8836964444298848e17,1.883696444429884765625e13,0,0.001,1,2,0,-9.418482222149424e16,-9.418482222149423828125e11,0,0.5,0,0,0,9.418482222149424e16,9.418482222149423828125e11,0,-0.5,0,0
"CMScatter_b_249",0,2.09246756846498016e17,2.092467568464980078125e13,0,0.001,1,2,0,-1.04623378423249008e17,-1.0462337842324901123046875e12,0,0.5,0,0,0,1.04623378423249008e17,1.0462337842324901123046875e12,0,-0.5,0,0
"CMScatter_b_250",0,2.32437691222744096e17,2.324376912227441015625e13,0,0.001,1,2,0,-1.16218845611372048e17,-1.162188456113720458984375e12,0,0.5,0,0,0,1.16218845611372048e17,1.162188456113720458984375e12,0,-0.5,0,0
"CMScatter_b_251",0,2.58198889747159904e17,2.58198889747159921875e13,0,0.001,1,2,0,-1.29099444873579952e17,-1.290994448735799560546875e12,0,0.5,0,0,0,1.29099444873579952e17,1.290994448735799560546875e12,0,-0.5,0,0
"CMScatter_b_252",0,2.86815216224031648e17,2.868152162240316796875e13,0,0.001,1,2,0,-1.43407608112015824e17,-1.434076081120158203125e12,0,0.5,0,0,0,1.43407608112015824e17,1.434076081120158203125e12,0,-0.5,0,0
"CMScatter_b_253",0,3.18603106071422976e17,3.186031060714230078125e13,0,0.001,1,2,0,-1.59301553035711488e17,-1.59301553035711474609375e12,0,0.5,0,0,0,1.59301553035711488e17,1.59301553035711474609375e12,0,-0.5,0,0
"CMScatter_b_254",0,3.53914065420679872e17,3.53914065420679921875e13,0,0.001,1,2,0,-1.76957032710339936e17,-1.7695703271033994140625e12,0,0.5,0,0,0,1.76957032710339936e17,1.7695703271033994140625e12,0,-0.5,0,0
"CMScatter_b_255",0,3.93138558023078912e17,3.9313855802307890625e13,0,0.001,1,2,0,-1.96569279011539456e17,-1.96569279011539453125e12,0,0.5,0,0,0,1.96569279011539456e17,1.96569279011539453125e12,0,-0.5,0,0
"CMScatter_b_256",0,4.36710322944499328e17,4.36710322944499375e13,0,0.001,1,2,0,-2.18355161472249664e17,-2.18355161472249658203125e12,0,0.5,0,0,0,2.18355161472249664e17,2.18355161472249658203125e12,0,-0.5,0,0
"CMScatter_b_257",0,4.85111170792602048e17,4.85111170792602109375e13,0,0.001,1,2,0,-2.42555585396301024e17,-2.42555585396301025390625e12,0,0.5,0,0,0,2.42555585396301024e17,2.42555585396301025390625e12,0,-0.5,0,0
"CMScatter_b_258",0,5.3887631151250432e17,5.38876311512504375e13,0,0.001,1,2,0,-2.6943815575625216e17,-2.694381557562521484375e12,0,0.5,0,0,0,2.6943815575625216e17,2.694381557562521484375e12,0,-0.5,0,0
"CMScatter_b_259",0,5.98600272665067136e17,5.986002726650671875e13,0,0.001,1,2,0,-2.99300136332533568e17,-2.9930013633253359375e12,0,0.5,0,0,0,2.99300136332533568e17,2.9930013633253359375e12,0,-0.5,0,0
"CMScatter_b_260",0,6.64943473631199104e17,6.64943473631199140625e13,0,0.001,1,2,0,-3.32471736815599552e17,-3.32471736815599560546875e12,0,0.5,0,0,0,3.32471736815599552e17,3.32471736815599560546875e12,0,-0.5,0,0
"CMScatter_b_261",0,7.38639528438904832e17,7.3863952843890484375e13,0,0.001,1,2,0,-3.69319764219452416e17,-3.6931976421945244140625e12,0,0.5,0,0,0,3.69319764219452416e17,3.6931976421945244140625e12,0,-0.5,0,0
"CMScatter_b_262",0,8.20503357966710912e17,8.205033579667109375e13,0,0.001,1,2,0,-4.10251678983355456e17,-4.1025167898335546875e12,0,0.5,0,0,0,4.10251678983355456e17,4.1025167898335546875e12,0,-0.5,0,0
"CMScatter_b_263",0,9.11440201227103744e17,9.1144020122710375e13,0,0.001,1,2,0,-4.55720100613551872e17,-4.5572010061355185546875e12,0,0.5,0,0,0,4.55720100613551872e17,4.5572010061355185546875e12,0,-0.5,0,0
"CMScatter_b_264",0,1.012455625375523456e18,1.0124556253755234375e14,0,0.001,1,2,0,-5.06227812687761728e17,-5.0622781268776171875e12,0,0.5,0,0,0,5.06227812687761728e17,5.0622781268776171875e12,0,-0.5,0,0
"CMScatter_b_265",0,1.12466664513421696e18,1.12466664513421703125e14,0,0.001,1,2,0,-5.6233332256710848e17,-5.6233332256710849609375e12,0,0.5,0,0,0,5.6233332256710848e17,5.6233332256710849609375e12,0,-0.5,0,0
"CMScatter_b_266",0,1.249314074588017664e18,1.24931407458801765625e14,0,0.001,1,2,0,-6.24657037294008832e17,-6.2465703729400888671875e12,0,0.5,0,0,0,6.24657037294008832e17,6.2465703729400888671875e12,0,-0.5,0,0
"CMScatter_b_267",0,1.387776247936517888e18,1.38777624793651796875e14,0,0.001,1,2,0,-6.93888123968258944e17,-6.93888123968258984375e12,0,0.5,0,0,0,6.93888123968258944e17,6.93888123968258984375e12,0,-0.5,0,0
"CMScatter_b_268",0,1.541584260924832256e18,1.5415842609248321875e14,0,0.001,1,2,0,-7.70792130462416128e17,-7.7079213046241611328125e12,0,0.5,0,0,0,7.70792130462416128e17,7.7079213046241611328125e12,0,-0.5,0,0
"CMScatter_b_269",0,1.712438901490601984e18,1.7124389014906021875e14,0,0.001,1,2,0,-8.56219450745300992e17,-8.562194507453009765625e12,0,0.5,0,0,0,8.56219450745300992e17,8.562194507453009765625e12,0,-0.5,0,0
"CMScatter_b_270",0,1.902229456844024576e18,1.9022294568440246875e14,0,0.001,1,2,0,-9.51114728422012288e17,-9.511147284220123046875e12,0,0.5,0,0,0,9.51114728422012288e17,9.511147284220123046875e12,0,-0.5,0,0
"CMScatter_b_271",0,2.113054604947008512e18,2.11305460494700875e14,0,0.001,1,2,0,-1.056527302473504256e18,-1.056527302473504296875e13,0,0.5,0,0,0,1.056527302473504256e18,1.056527302473504296875e13,0,-0.5,0,0
"CMScatter_b_272",0,2.347245621406582272e18,2.3472456214065825e14,0,0.001,1,2,0,-1.173622810703291136e18,-1.173622810703291015625e13,0,0.5,0,0,0,1.173622810703291136e18,1.173622810703291015625e13,0,-0.5,0,0
"CMScatter_b_273",0,2.607392158401204736e18,2.607392158401205e14,0,0.001,1,2,0,-1.303696079200602368e18,-1.30369607920060234375e13,0,0.5,0,0,0,1.303696079200602368e18,1.30369607920060234375e13,0,-0.5,0,0
"CMScatter_b_274",0,2.896370880699776512e18,2.896370880699776875e14,0,0.001,1,2,0,-1.448185440349888256e18,-1.44818544034988828125e13,0,0.5,0,0,0,1.448185440349888256e18,1.44818544034988828125e13,0,-0.5,0,0
"CMScatter_b_275",0,3.21737727542661888e18,3.21737727542661875e14,0,0.001,1,2,0,-1.60868863771330944e18,-1.608688637713309375e13,0,0.5,0,0,0,1.60868863771330944e18,1.608688637713309375e13,0,-0.5,0,0
"CMScatter_b_276",0,3.57396098732032512e18,3.573960987320325e14,0,0.001,1,2,0,-1.78698049366016256e18,-1.7869804936601625e13,0,0.5,0,0,0,1.78698049366016256e18,1.7869804936601625e13,0,-0.5,0,0
"CMScatter_b_277",0,3.97006507021902336e18,3.97006507021902375e14,0,0.001,1,2,0,-1.98503253510951168e18,-1.98503253510951171875e13,0,0.5,0,0,0,1.98503253510951168e18,1.98503253510951171875e13,0,-0.5,0,0
"CMScatter_b_278",0,4.410069588809568768e18,4.41006958880956875e14,0,0.001,1,2,0,-2.205034794404784384e18,-2.205034794404784375e13,0,0.5,0,0,0,2.205034794404784384e18,2.205034794404784375e13,0,-0.5,0,0
"CMScatter_b_279",0,4.898840052782821376e18,4.898840052782821875e14,0,0.001,1,2,0,-2.449420026391410688e18,-2.449420026391410546875e13,0,0.5,0,0,0,2.449420026391410688e18,2.449420026391410546875e13,0,-0.5,0,0
"CMScatter_b_280",0,5.441781218973295616e18,5.441781218973295625e14,0,0.001,1,2,0,-2.720890609486647808e18,-2.720890609486648046875e13,0,0.5,0,0,0,2.720890609486647808e18,2.720890609486648046875e13,0,-0.5,0,0
"CMScatter_b_281",0,6.044896856419836928e18,6.0448968564198375e14,0,0.001,1,2,0,-3.022448428209918464e18,-3.022448428209918359375e13,0,0.5,0,0,0,3.022448428209918464e18,3.022448428209918359375e13,0,-0.5,0,0
"CMScatter_b_282",0,6.714856135221221376e18,6.71485613522122125e14,0,0.001,1,2,0,-3.357428067610610688e18,-3.3574280676106109375e13,0,0.5,0,0,0,3.357428067610610688e18,3.3574280676106109375e13,0,-0.5,0,0
"CMScatter_b_283",0,7.459067373305484288e18,7.459067373305485e14,0,0.001,1,2,0,-3.729533686652742144e18,-3.7295336866527421875e13,0,0.5,0,0,0,3.729533686652742144e18,3.7295336866527421875e13,0,-0.5,0,0
"CMScatter_b_284",0,8.285759956594717696e18,8.2857599565947175e14,0,0.001,1,2,0,-4.142879978297358848e18,-4.14287997829735859375e13,0,0.5,0,0,0,4.142879978297358848e18,4.14287997829735859375e13,0,-0.5,0,0
"CMScatter_b_285",0,9.20407533842726912e18,9.20407533842727e14,0,0.001,1,2,0,-4.60203766921363456e18,-4.602037669213634375e13,0,0.5,0,0,0,4.60203766921363456e18,4.602037669213634375e13,0,-0.5,0,0
"CMScatter_b_286",0,1.0224168124496484352e19,1.0224168124496485e15,0,0.001,1,2,0,-5.112084062248242176e18,-5.1120840622482421875e13,0,0.5,0,0,0,5.112084062248242176e18,5.1120840622482421875e13,0,-0.5,0,0
"CMScatter_b_287",0,1.1357318361089376256e19,1.13573183610893775e15,0,0.001,1,2,0,-5.678659180544688128e18,-5.67865918054468828125e13,0,0.5,0,0,0,5.678659180544688128e18,5.67865918054468828125e13,0,-0.5,0,0
"CMScatter_b_288",0,1.2616056268293249024e19,1.261605626829325e15,0,0.001,1,2,0,-6.308028134146624512e18,-6.30802813414662421875e13,0,0.5,0,0,0,6.308028134146624512e18,6.30802813414662421875e13,0,-0.5,0,0
"CMScatter_b_289",0,1.4014300797452918784e19,1.401430079745292e15,0,0.001,1,2,0,-7.007150398726459392e18,-7.007150398726459375e13,0,0.5,0,0,0,7.007150398726459392e18,7.007150398726459375e13,0,-0.5,0,0
"CMScatter_b_290",0,1.5567513545027899392e19,1.55675135450279e15,0,0.001,1,2,0,-7.783756772513949696e18,-7.78375677251395e13,0,0.5,0,0,0,7.783756772513949696e18,7.78375677251395e13,0,-0.5,0,0
"CMScatter_b_291",0,1.729286972480806912e19,1.729286972480807e15,0,0.001,1,2,0,-8.64643486240403456e18,-8.646434862404034375e13,0,0.5,0,0,0,8.64643486240403456e18,8.646434862404034375e13,0,-0.5,0,0
"CMScatter_b_292",0,1.9209448089074880512e19,1.92094480890748825e15,0,0.001,1,2,0,-9.604724044537440256e18,-9.604724044537440625e13,0,0.5,0,0,0,9.604724044537440256e18,9.604724044537440625e13,0,-0.5,0,0
"CMScatter_b_293",0,2.1338441898830532608e19,2.13384418988305325e15,0,0.001,1,2,0,-1.0669220949415266304e19,-1.06692209494152671875e14,0,0.5,0,0,0,1.0669220949415266304e19,1.06692209494152671875e14,0,-0.5,0,0
"CMScatter_b_294",0,2.3703393275974905856e19,2.3703393275974905e15,0,0.001,1,2,0,-1.1851696637987452928e19,-1.1851696637987453125e14,0,0.5,0,0,0,1.1851696637987452928e19,1.1851696637987453125e14,0,-0.5,0,0
"CMScatter_b_295",0,2.6330453528864489472e19,2.633045352886449e15,0,0.001,1,2,0,-1.3165226764432244736e19,-1.316522676443224375e14,0,0.5,0,0,0,1.3165226764432244736e19,1.316522676443224375e14,0,-0.5,0,0
"CMScatter_b_296",0,2.9248672329897787392e19,2.924867232989779e15,0,0.001,1,2,0,-1.4624336164948893696e19,-1.462433616494889375e14,0,0.5,0,0,0,1.4624336164948893696e19,1.462433616494889375e14,0,-0.5,0,0
"CMScatter_b_297",0,3.2490318942813179904e19,3.249031894281318e15,0,0.001,1,2,0,-1.6245159471406589952e19,-1.6245159471406590625e14,0,0.5,0,0,0,1.6245159471406589952e19,1.6245159471406590625e14,0,-0.5,0,0
"CMScatter_b_298",0,3.6091239051786883072e19,3.6091239051786885e15,0,0.001,1,2,0,-1.8045619525893441536e19,-1.8045619525893440625e14,0,0.5,0,0,0,1.8045619525893441536e19,1.8045619525893440625e14,0,-0.5,0,0
"CMScatter_b_299",0,4.009125113809801216e19,4.0091251138098015e15,0,0.001,1,2,0,-2.004562556904900608e19,-2.004562556904900625e14,0,0.5,0,0,0,2.004562556904900608e19,2.004562556904900625e14,0,-0.5,0,0
"CMScatter_b_300",0,4.4534586787439968256e19,4.453458678743997e15,0,0.001,1,2,0,-2.2267293393719984128e19,-2.2267293393719984375e14,0,0.5,0,0,0,2.2267293393719984128e19,2.2267293393719984375e14,0,-0.5,0,0
"CMScatter_b_301",0,4.9470379796735721472e19,4.947037979673572e15,0,0.001,1,2,0,-2.4735189898367860736e19,-2.47351898983678625e14,0,0.5,0,0,0,2.4735189898367860736e19,2.47351898983678625e14,0,-0.5,0,0
"CMScatter_b_302",0,5.4953209488933502976e19,5.495320948893351e15,0,0.001,1,2,0,-2.7476604744466751488e19,-2.747660474446675e14,0,0.5,0,0,0,2.7476604744466751488e19,2.747660474446675e14,0,-0.5,0,0
"CMScatter_b_303",0,6.1043704243683098624e19,6.10437042436831e15,0,0.001,1,2,0,-3.0521852121841549312e19,-3.052185212184155e14,0,0.5,0,0,0,3.0521852121841549312e19,3.052185212184155e14,0,-0.5,0,0
"CMScatter_b_304",0,6.7809211917652672512e19,6.780921191765268e15,0,0.001,1,2,0,-3.3904605958826336256e19,-3.39046059588263375e14,0,0.5,0,0,0,3.3904605958826336256e19,3.39046059588263375e14,0,-0.5,0,0
"CMScatter_b_305",0,7.5324544567901847552e19,7.532454456790185e15,0,0.001,1,2,0,-3.7662272283950923776e19,-3.7662272283950925e14,0,0.5,0,0,0,3.7662272283950923776e19,3.7662272283950925e14,0,-0.5,0,0
"CMScatter_b_306",0,8.367280571336040448e19,8.367280571336041e15,0,0.001,1,2,0,-4.183640285668020224e19,-4.18364028566802e14,0,0.5,0,0,0,4.183640285668020224e19,4.18364028566802e14,0,-0.5,0,0
"CMScatter_b_307",0,9.29463092821561344e19,9.294630928215614e15,0,0.001,1,2,0,-4.64731546410780672e19,-4.647315464107806875e14,0,0.5,0,0,0,4.64731546410780672e19,4.647315464107806875e14,0,-0.5,0,0
"CMScatter_b_308",0,1.03247600406386180096e20,1.0324760040638618e16,0,0.001,1,2,0,-5.1623800203193090048e19,-5.162380020319309375e14,0,0.5,0,0,0,5.1623800203193090048e19,5.162380020319309375e14,0,-0.5,0,0
"CMScatter_b_309",0,1.14690589352140292096e20,1.146905893521403e16,0,0.001,1,2,0,-5.7345294676070146048e19,-5.734529467607015e14,0,0.5,0,0,0,5.7345294676070146048e19,5.734529467607015e14,0,-0.5,0,0
