"Description","Start Time","End Time","Timestep","Iterations","Courant Number","Gravitational Constant","Number of Particles","mass_1","qx_1","qy_1","qz_1","px_1","py_1","pz_1","mass_2","qx_2","qy_2","qz_2","px_2","py_2","pz_2"
"CMScatter_b_93",0,1.5834312375085605621337890625e10,1.583431237508560530841350555419921875e6,0,0.001,1,2,0,-7.9171561875428028106689453125e9,-79171.56187542802945245057344436645507812,0,0.5,0,0,0,7.9171561875428028106689453125e9,79171.56187542802945245057344436645507812,0,-0.5,0,0
"CMScatter_b_94",0,1.758923801750775146484375e10,1.75892380175077519379556179046630859375e6,0,0.001,1,2,0,-8.794619008753875732421875e9,-87946.19008753876551054418087005615234375,0,0.5,0,0,0,8.794619008753875732421875e9,87946.19008753876551054418087005615234375,0,-0.5,0,0
"CMScatter_b_95",0,1.9538663044398067474365234375e10,1.9538663044398068450391292572021484375e6,0,0.001,1,2,0,-9.7693315221990337371826171875e9,-97693.315221990342251956462860107421875,0,0.5,0,0,0,9.7693315221990337371826171875e9,97693.315221990342251956462860107421875,0,-0.5,0,0
"CMScatter_b_96",0,2.1704143930654407501220703125e10,2.1704143930654409341514110565185546875e6,0,0.001,1,2,0,-1.08520719653272037506103515625e10,-108520.7196532720408868044614791870117187,0,0.5,0,0,0,1.08520719653272037506103515625e10,108520.7196532720408868044614791870117187,0,-0.5,0,0
"CMScatter_b_97",0,2.410962626727025604248046875e10,2.4109626267270254902541637420654296875e6,0,0.001,1,2,0,-1.2054813133635128021240234375e10,-120548.131336351274512708187103271484375,0,0.5,0,0,0,1.2054813133635128021240234375e10,120548.131336351274512708187103271484375,0,-0.5,0,0
"CMScatter_b_98",0,2.6781709548399684906005859375e10,2.6781709548399685882031917572021484375e6,0,0.001,1,2,0,-1.33908547741998424530029296875e10,-133908.5477419984235893934965133666992187,0,0.5,0,0,0,1.33908547741998424530029296875e10,133908.5477419984235893934965133666992187,0,-0.5,0,0
"CMScatter_b_99",0,2.9749941304919811248779296875e10,2.97499413049198128283023834228515625e6,0,0.001,1,2,0,-1.48749706524599056243896484375e10,-148749.7065245990524999797344207763671875,0,0.5,0,0,0,1.48749706524599056243896484375e10,148749.7065245990524999797344207763671875,0,-0.5,0,0
"CMScatter_b_100",0,3.3047143836979572296142578125e10,3.3047143836979572661221027374267578125e6,0,0.001,1,2,0,-1.65235719184897861480712890625e10,-165235.7191848978691268712282180786132812,0,0.5,0,0,0,1.65235719184897861480712890625e10,165235.7191848978691268712282180786132812,0,-0.5,0,0
"CMScatter_b_101",0,3.670977715849852752685546875e10,3.670977715849853120744228363037109375e6,0,0.001,1,2,0,-1.8354888579249263763427734375e10,-183548.8857924926269333809614181518554688,0,0.5,0,0,0,1.8354888579249263763427734375e10,183548.8857924926269333809614181518554688,0,-0.5,0,0
"CMScatter_b_102",0,4.0778342167006103515625e10,4.077834216700610704720020294189453125e6,0,0.001,1,2,0,-2.03891710835030517578125e10,-203891.71083503053523600101470947265625,0,0.5,0,0,0,2.03891710835030517578125e10,203891.71083503053523600101470947265625,0,-0.5,0,0
"CMScatter_b_103",0,4.529782849701837158203125e10,4.529782849701837636530399322509765625e6,0,0.001,1,2,0,-2.2648914248509185791015625e10,-226489.1424850918410811573266983032226562,0,0.5,0,0,0,2.2648914248509185791015625e10,226489.1424850918410811573266983032226562,0,-0.5,0,0
"CMScatter_b_104",0,5.031821200925334930419921875e10,5.03182120092533528804779052734375e6,0,0.001,1,2,0,-2.5159106004626674652099609375e10,-251591.0600462667644023895263671875,0,0.5,0,0,0,2.5159106004626674652099609375e10,251591.0600462667644023895263671875,0,-0.5,0,0
"CMScatter_b_105",0,5.589500741685282135009765625e10,5.5895007416852824389934539794921875e6,0,0.001,1,2,0,-2.7947503708426410675048828125e10,-279475.037084264098666608333587646484375,0,0.5,0,0,0,2.7947503708426410675048828125e10,279475.037084264098666608333587646484375,0,-0.5,0,0
"CMScatter_b_106",0,6.208988215947521209716796875e10,6.20898821594752185046672821044921875e6,0,0.001,1,2,0,-3.1044941079737606048583984375e10,-310449.410797376069240272045135498046875,0,0.5,0,0,0,3.1044941079737606048583984375e10,310449.410797376069240272045135498046875,0,-0.5,0,0
"CMScatter_b_107",0,6.8971338313395721435546875e10,6.897133831339572556316852569580078125e6,0,0.001,1,2,0,-3.44856691566978607177734375e10,-344856.6915669786394573748111724853515625,0,0.5,0,0,0,3.44856691566978607177734375e10,344856.6915669786394573748111724853515625,0,-0.5,0,0
"CMScatter_b_108",0,7.66154700780816497802734375e10,7.66154700780816562473773956298828125e6,0,0.001,1,2,0,-3.830773503904082489013671875e10,-383077.3503904082463122904300689697265625,0,0.5,0,0,0,3.830773503904082489013671875e10,383077.3503904082463122904300689697265625,0,-0.5,0,0
"CMScatter_b_109",0,8.510680521542608642578125e10,8.510680521542608737945556640625e6,0,0.001,1,2,0,-4.2553402607713043212890625e10,-425534.026077130460180342197418212890625,0,0.5,0,0,0,4.2553402607713043212890625e10,425534.026077130460180342197418212890625,0,-0.5,0,0
"CMScatter_b_110",0,9.4539239746159576416015625e10,9.4539239746159575879573822021484375e6,0,0.001,1,2,0,-4.72696198730797882080078125e10,-472696.1987307979143224656581878662109375,0,0.5,0,0,0,4.72696198730797882080078125e10,472696.1987307979143224656581878662109375,0,-0.5,0,0
"CMScatter_b_111",0,1.05017076239184661865234375e11,1.0501707623918466269969940185546875e7,0,0.001,1,2,0,-5.25085381195923309326171875e10,-525085.38119592331349849700927734375,0,0.5,0,0,0,5.25085381195923309326171875e10,525085.38119592331349849700927734375,0,-0.5,0,0
"CMScatter_b_112",0,1.166561771750944366455078125e11,1.16656177175094448029994964599609375e7,0,0.001,1,2,0,-5.832808858754721832275390625e10,-583280.885875472216866910457611083984375,0,0.5,0,0,0,5.832808858754721832275390625e10,583280.885875472216866910457611083984375,0,-0.5,0,0
"CMScatter_b_113",0,1.295852461376110076904296875e11,1.29585246137611009180545806884765625e7,0,0.001,1,2,0,-6.479262306880550384521484375e10,-647926.230688055045902729034423828125,0,0.5,0,0,0,6.479262306880550384521484375e10,647926.230688055045902729034423828125,0,-0.5,0,0
"CMScatter_b_114",0,1.43947251000183990478515625e11,1.439472510001839883625507354736328125e7,0,0.001,1,2,0,-7.19736255000919952392578125e10,-719736.255000919918529689311981201171875,0,0.5,0,0,0,7.19736255000919952392578125e10,719736.255000919918529689311981201171875,0,-0.5,0,0
"CMScatter_b_115",0,1.59901004845149078369140625e11,1.599010048451490886509418487548828125e7,0,0.001,1,2,0,-7.99505024225745391845703125e10,-799505.0242257453501224517822265625,0,0.5,0,0,0,7.99505024225745391845703125e10,799505.0242257453501224517822265625,0,-0.5,0,0
"CMScatter_b_116",0,1.77622922097037506103515625e11,1.7762292209703750908374786376953125e7,0,0.001,1,2,0,-8.88114610485187530517578125e10,-888114.61048518749885261058807373046875,0,0.5,0,0,0,8.88114610485187530517578125e10,888114.61048518749885261058807373046875,0,-0.5,0,0
"CMScatter_b_117",0,1.9730896928911566162109375e11,1.973089692891156673431396484375e7,0,0.001,1,2,0,-9.8654484644557830810546875e10,-986544.846445578266866505146026611328125,0,0.5,0,0,0,9.8654484644557830810546875e10,986544.846445578266866505146026611328125,0,-0.5,0,0
"CMScatter_b_118",0,2.1917683203446466064453125e11,2.19176832034464664757251739501953125e7,0,0.001,1,2,0,-1.09588416017232330322265625e11,-1.0958841601723232306540012359619140625e6,0,0.5,0,0,0,1.09588416017232330322265625e11,1.0958841601723232306540012359619140625e6,0,-0.5,0,0
"CMScatter_b_119",0,2.43468322163669219970703125e11,2.4346832216366924345493316650390625e7,0,0.001,1,2,0,-1.217341610818346099853515625e11,-1.217341610818346031010150909423828125e6,0,0.5,0,0,0,1.217341610818346099853515625e11,1.217341610818346031010150909423828125e6,0,-0.5,0,0
"CMScatter_b_120",0,2.7045205164691485595703125e11,2.7045205164691485464572906494140625e7,0,0.001,1,2,0,-1.35226025823457427978515625e11,-1.35226025823457422666251659393310546875e6,0,0.5,0,0,0,1.35226025823457427978515625e11,1.35226025823457422666251659393310546875e6,0,-0.5,0,0
"CMScatter_b_121",0,3.004264028683570556640625e11,3.0042640286835707724094390869140625e7,0,0.001,1,2,0,-1.5021320143417852783203125e11,-1.50213201434178533963859081268310546875e6,0,0.5,0,0,0,1.5021320143417852783203125e11,1.50213201434178533963859081268310546875e6,0,-0.5,0,0
"CMScatter_b_122",0,3.3372282809765130615234375e11,3.33722828097651340067386627197265625e7,0,0.001,1,2,0,-1.66861414048825653076171875e11,-1.66861414048825646750628948211669921875e6,0,0.5,0,0,0,1.66861414048825653076171875e11,1.66861414048825646750628948211669921875e6,0,-0.5,0,0
"CMScatter_b_123",0,3.70709514643743896484375e11,3.70709514643743932247161865234375e7,0,0.001,1,2,0,-1.853547573218719482421875e11,-1.85354757321871933527290821075439453125e6,0,0.5,0,0,0,1.853547573218719482421875e11,1.85354757321871933527290821075439453125e6,0,-0.5,0,0
"CMScatter_b_124",0,4.1179545621969793701171875e11,4.1179545621969796717166900634765625e7,0,0.001,1,2,0,-2.05897728109848968505859375e11,-2.058977281098489649593830108642578125e6,0,0.5,0,0,0,2.05897728109848968505859375e11,2.058977281098489649593830108642578125e6,0,-0.5,0,0
"CMScatter_b_125",0,4.574349755391448974609375e11,4.5743497553914494812488555908203125e7,0,0.001,1,2,0,-2.2871748776957244873046875e11,-2.28717487769572436809539794921875e6,0,0.5,0,0,0,2.2871748776957244873046875e11,2.28717487769572436809539794921875e6,0,-0.5,0,0
"CMScatter_b_126",0,5.0813274815461358642578125e11,5.0813274815461359918117523193359375e7,0,0.001,1,2,0,-2.54066374077306793212890625e11,-2.540663740773067809641361236572265625e6,0,0.5,0,0,0,2.54066374077306793212890625e11,2.540663740773067809641361236572265625e6,0,-0.5,0,0
"CMScatter_b_127",0,5.6444938309065673828125e11,5.6444938309065677225589752197265625e7,0,0.001,1,2,0,-2.82224691545328369140625e11,-2.8222469154532835818827152252197265625e6,0,0.5,0,0,0,2.82224691545328369140625e11,2.8222469154532835818827152252197265625e6,0,-0.5,0,0
"CMScatter_b_128",0,6.270076219816461181640625e11,6.27007621981646120548248291015625e7,0,0.001,1,2,0,-3.1350381099082305908203125e11,-3.135038109908230602741241455078125e6,0,0.5,0,0,0,3.1350381099082305908203125e11,3.135038109908230602741241455078125e6,0,-0.5,0,0
"CMScatter_b_129",0,6.9649922526346142578125e11,6.9649922526346147060394287109375e7,0,0.001,1,2,0,-3.48249612631730712890625e11,-3.48249612631730735301971435546875e6,0,0.5,0,0,0,3.48249612631730712890625e11,3.48249612631730735301971435546875e6,0,-0.5,0,0
"CMScatter_b_130",0,7.73692621565610595703125e11,7.736926215656106173992156982421875e7,0,0.001,1,2,0,-3.868463107828052978515625e11,-3.8684631078280531801283359527587890625e6,0,0.5,0,0,0,3.868463107828052978515625e11,3.8684631078280531801283359527587890625e6,0,-0.5,0,0
"CMScatter_b_131",0,8.594414048897718505859375e11,8.59441404889771938323974609375e7,0,0.001,1,2,0,-4.2972070244488592529296875e11,-4.297207024448859505355358123779296875e6,0,0.5,0,0,0,4.2972070244488592529296875e11,4.297207024448859505355358123779296875e6,0,-0.5,0,0
"CMScatter_b_132",0,9.54693773535317138671875e11,9.546937735353171825408935546875e7,0,0.001,1,2,0,-4.773468867676585693359375e11,-4.7734688676765859127044677734375e6,0,0.5,0,0,0,4.773468867676585693359375e11,4.7734688676765859127044677734375e6,0,-0.5,0,0
"CMScatter_b_133",0,1.060503015146216796875e12,1.0605030151462168991565704345703125e8,0,0.001,1,2,0,-5.302515075731083984375e11,-5.30251507573108375072479248046875e6,0,0.5,0,0,0,5.302515075731083984375e11,5.30251507573108375072479248046875e6,0,-0.5,0,0
"CMScatter_b_134",0,1.178039153821517822265625e12,1.17803915382151782512664794921875e8,0,0.001,1,2,0,-5.890195769107589111328125e11,-5.89019576910758949816226959228515625e6,0,0.5,0,0,0,5.890195769107589111328125e11,5.89019576910758949816226959228515625e6,0,-0.5,0,0
"CMScatter_b_135",0,1.3086018880815517578125e12,1.3086018880815517902374267578125e8,0,0.001,1,2,0,-6.5430094404077587890625e11,-6.54300944040775857865810394287109375e6,0,0.5,0,0,0,6.5430094404077587890625e11,6.54300944040775857865810394287109375e6,0,-0.5,0,0
"CMScatter_b_136",0,1.45363496275612744140625e12,1.453634962756127417087554931640625e8,0,0.001,1,2,0,-7.26817481378063720703125e11,-7.26817481378063745796680450439453125e6,0,0.5,0,0,0,7.26817481378063720703125e11,7.26817481378063745796680450439453125e6,0,-0.5,0,0
"CMScatter_b_137",0,1.6147421337170849609375e12,1.6147421337170851230621337890625e8,0,0.001,1,2,0,-8.0737106685854248046875e11,-8.07371066858542524278163909912109375e6,0,0.5,0,0,0,8.0737106685854248046875e11,8.07371066858542524278163909912109375e6,0,-0.5,0,0
"CMScatter_b_138",0,1.793704901991021240234375e12,1.793704901991021335124969482421875e8,0,0.001,1,2,0,-8.968524509955106201171875e11,-8.96852450995510630309581756591796875e6,0,0.5,0,0,0,8.968524509955106201171875e11,8.96852450995510630309581756591796875e6,0,-0.5,0,0
"CMScatter_b_139",0,1.992502213353607177734375e12,1.992502213353607356548309326171875e8,0,0.001,1,2,0,-9.962511066768035888671875e11,-9.96251106676803529262542724609375e6,0,0.5,0,0,0,9.962511066768035888671875e11,9.96251106676803529262542724609375e6,0,-0.5,0,0
"CMScatter_b_140",0,2.213332341240876953125e12,2.2133323412408769130706787109375e8,0,0.001,1,2,0,-1.1066661706204384765625e12,-1.10666617062043845653533935546875e7,0,0.5,0,0,0,1.1066661706204384765625e12,1.10666617062043845653533935546875e7,0,-0.5,0,0
"CMScatter_b_141",0,2.45863719495574169921875e12,2.45863719495574176311492919921875e8,0,0.001,1,2,0,-1.229318597477870849609375e12,-1.22931859747787080705165863037109375e7,0,0.5,0,0,0,1.229318597477870849609375e12,1.22931859747787080705165863037109375e7,0,-0.5,0,0
"CMScatter_b_142",0,2.73112932196655322265625e12,2.73112932196655333042144775390625e8,0,0.001,1,2,0,-1.365564660983276611328125e12,-1.365564660983276553452014923095703125e7,0,0.5,0,0,0,1.365564660983276611328125e12,1.365564660983276553452014923095703125e7,0,-0.5,0,0
"CMScatter_b_143",0,3.0338219028854130859375e12,3.03382190288541316986083984375e8,0,0.001,1,2,0,-1.51691095144270654296875e12,-1.516910951442706584930419921875e7,0,0.5,0,0,0,1.51691095144270654296875e12,1.516910951442706584930419921875e7,0,-0.5,0,0
"CMScatter_b_144",0,3.37006207080661572265625e12,3.37006207080661594867706298828125e8,0,0.001,1,2,0,-1.685031035403307861328125e12,-1.68503103540330789983272552490234375e7,0,0.5,0,0,0,1.685031035403307861328125e12,1.68503103540330789983272552490234375e7,0,-0.5,0,0
"CMScatter_b_145",0,3.7435679234458828125e12,3.7435679234458827972412109375e8,0,0.001,1,2,0,-1.87178396172294140625e12,-1.87178396172294132411479949951171875e7,0,0.5,0,0,0,1.87178396172294140625e12,1.87178396172294132411479949951171875e7,0,-0.5,0,0
"CMScatter_b_146",0,4.15846963735555859375e12,4.158469637355558872222900390625e8,0,0.001,1,2,0,-2.079234818677779296875e12,-2.0792348186777792870998382568359375e7,0,0.5,0,0,0,2.079234818677779296875e12,2.0792348186777792870998382568359375e7,0,-0.5,0,0
"CMScatter_b_147",0,4.619355138851150390625e12,4.61935513885115087032318115234375e8,0,0.001,1,2,0,-2.3096775694255751953125e12,-2.309677569425575435161590576171875e7,0,0.5,0,0,0,2.3096775694255751953125e12,2.309677569425575435161590576171875e7,0,-0.5,0,0
"CMScatter_b_148",0,5.1313208366720244140625e12,5.13132083667202472686767578125e8,0,0.001,1,2,0,-2.56566041833601220703125e12,-2.5656604183360122144222259521484375e7,0,0.5,0,0,0,2.56566041833601220703125e12,2.5656604183360122144222259521484375e7,0,-0.5,0,0
"CMScatter_b_149",0,5.700027977371091796875e12,5.7000279773710918426513671875e8,0,0.001,1,2,0,-2.8500139886855458984375e12,-2.8500139886855460703372955322265625e7,0,0.5,0,0,0,2.8500139886855458984375e12,2.8500139886855460703372955322265625e7,0,-0.5,0,0
"CMScatter_b_150",0,6.3317652466036689453125e12,6.3317652466036689281463623046875e8,0,0.001,1,2,0,-3.16588262330183447265625e12,-3.16588262330183424055576324462890625e7,0,0.5,0,0,0,3.16588262330183447265625e12,3.16588262330183424055576324462890625e7,0,-0.5,0,0
"CMScatter_b_151",0,7.033518308551966796875e12,7.033518308551967144012451171875e8,0,0.001,1,2,0,-3.5167591542759833984375e12,-3.5167591542759835720062255859375e7,0,0.5,0,0,0,3.5167591542759833984375e12,3.5167591542759835720062255859375e7,0,-0.5,0,0
"CMScatter_b_152",0,7.813047052442669921875e12,7.81304705244266986846923828125e8,0,0.001,1,2,0,-3.9065235262213349609375e12,-3.906523526221334934234619140625e7,0,0.5,0,0,0,3.9065235262213349609375e12,3.906523526221334934234619140625e7,0,-0.5,0,0
"CMScatter_b_153",0,8.678971400338974609375e12,8.6789714003389751911163330078125e8,0,0.001,1,2,0,-4.3394857001694873046875e12,-4.339485700169487297534942626953125e7,0,0.5,0,0,0,4.3394857001694873046875e12,4.339485700169487297534942626953125e7,0,-0.5,0,0
"CMScatter_b_154",0,9.640866625057943359375e12,9.6408666250579440593719482421875e8,0,0.001,1,2,0,-4.8204333125289716796875e12,-4.8204333125289715826511383056640625e7,0,0.5,0,0,0,4.8204333125289716796875e12,4.8204333125289715826511383056640625e7,0,-0.5,0,0
"CMScatter_b_155",0,1.070936923222559765625e13,1.07093692322255980968475341796875e9,0,0.001,1,2,0,-5.354684616112798828125e12,-5.3546846161127991974353790283203125e7,0,0.5,0,0,0,5.354684616112798828125e12,5.3546846161127991974353790283203125e7,0,-0.5,0,0
"CMScatter_b_156",0,1.1896294577299060546875e13,1.1896294577299060821533203125e9,0,0.001,1,2,0,-5.9481472886495302734375e12,-5.948147288649530708789825439453125e7,0,0.5,0,0,0,5.9481472886495302734375e12,5.948147288649530708789825439453125e7,0,-0.5,0,0
"CMScatter_b_157",0,1.32147675181486171875e13,1.321476751814861774444580078125e9,0,0.001,1,2,0,-6.60738375907430859375e12,-6.6073837590743087232112884521484375e7,0,0.5,0,0,0,6.60738375907430859375e12,6.6073837590743087232112884521484375e7,0,-0.5,0,0
"CMScatter_b_158",0,1.4679367547938095703125e13,1.4679367547938096523284912109375e9,0,0.001,1,2,0,-7.3396837739690478515625e12,-7.3396837739690482616424560546875e7,0,0.5,0,0,0,7.3396837739690478515625e12,7.3396837739690482616424560546875e7,0,-0.5,0,0
"CMScatter_b_159",0,1.63062900131630390625e13,1.6306290013163039684295654296875e9,0,0.001,1,2,0,-8.15314500658151953125e12,-8.153145006581519544124603271484375e7,0,0.5,0,0,0,8.15314500658151953125e12,8.153145006581519544124603271484375e7,0,-0.5,0,0
"CMScatter_b_160",0,1.811352519957366796875e13,1.811352519957366943359375e9,0,0.001,1,2,0,-9.056762599786833984375e12,-9.056762599786834418773651123046875e7,0,0.5,0,0,0,9.056762599786833984375e12,9.056762599786834418773651123046875e7,0,-0.5,0,0
"CMScatter_b_161",0,2.012105726629017578125e13,2.0121057266290175914764404296875e9,0,0.001,1,2,0,-1.0060528633145087890625e13,-1.00605286331450879573822021484375e8,0,0.5,0,0,0,1.0060528633145087890625e13,1.00605286331450879573822021484375e8,0,-0.5,0,0
"CMScatter_b_162",0,2.2351085227896953125e13,2.235108522789695262908935546875e9,0,0.001,1,2,0,-1.11755426139484765625e13,-1.1175542613948476314544677734375e8,0,0.5,0,0,0,1.11755426139484765625e13,1.1175542613948476314544677734375e8,0,-0.5,0,0
"CMScatter_b_163",0,2.48282684281044140625e13,2.482826842810441493988037109375e9,0,0.001,1,2,0,-1.241413421405220703125e13,-1.24141342140522062778472900390625e8,0,0.5,0,0,0,1.241413421405220703125e13,1.24141342140522062778472900390625e8,0,-0.5,0,0
"CMScatter_b_164",0,2.757999921939398828125e13,2.75799992193939876556396484375e9,0,0.001,1,2,0,-1.3789999609696994140625e13,-1.378999960969699323177337646484375e8,0,0.5,0,0,0,1.3789999609696994140625e13,1.378999960969699323177337646484375e8,0,-0.5,0,0
"CMScatter_b_165",0,3.063670586389933203125e13,3.06367058638993358612060546875e9,0,0.001,1,2,0,-1.5318352931949666015625e13,-1.531835293194966614246368408203125e8,0,0.5,0,0,0,1.5318352931949666015625e13,1.531835293194966614246368408203125e8,0,-0.5,0,0
"CMScatter_b_166",0,3.403218900496065625e13,3.403218900496065616607666015625e9,0,0.001,1,2,0,-1.7016094502480328125e13,-1.7016094502480328083038330078125e8,0,0.5,0,0,0,1.7016094502480328125e13,1.7016094502480328083038330078125e8,0,-0.5,0,0
"CMScatter_b_167",0,3.78039954300085078125e13,3.780399543000851154327392578125e9,0,0.001,1,2,0,-1.890199771500425390625e13,-1.8901997715004253387451171875e8,0,0.5,0,0,0,1.890199771500425390625e13,1.8901997715004253387451171875e8,0,-0.5,0,0
"CMScatter_b_168",0,4.1993833257795640625e13,4.199383325779564380645751953125e9,0,0.001,1,2,0,-2.09969166288978203125e13,-2.099691662889781892299652099609375e8,0,0.5,0,0,0,2.09969166288978203125e13,2.099691662889781892299652099609375e8,0,-0.5,0,0
"CMScatter_b_169",0,4.6648033141060640625e13,4.6648033141060638427734375e9,0,0.001,1,2,0,-2.33240165705303203125e13,-2.332401657053032219409942626953125e8,0,0.5,0,0,0,2.33240165705303203125e13,2.332401657053032219409942626953125e8,0,-0.5,0,0
"CMScatter_b_170",0,5.181806058453925e13,5.18180605845392513275146484375e9,0,0.001,1,2,0,-2.5909030292269625e13,-2.5909030292269623279571533203125e8,0,0.5,0,0,0,2.5909030292269625e13,2.5909030292269623279571533203125e8,0,-0.5,0,0
"CMScatter_b_171",0,5.75610850434653125e13,5.75610850434653186798095703125e9,0,0.001,1,2,0,-2.878054252173265625e13,-2.87805425217326581478118896484375e8,0,0.5,0,0,0,2.878054252173265625e13,2.87805425217326581478118896484375e8,0,-0.5,0,0
"CMScatter_b_172",0,6.394061209557534375e13,6.39406120955753421783447265625e9,0,0.001,1,2,0,-3.1970306047787671875e13,-3.19703060477876722812652587890625e8,0,0.5,0,0,0,3.1970306047787671875e13,3.19703060477876722812652587890625e8,0,-0.5,0,0
"CMScatter_b_173",0,7.10271856770875e13,7.10271856770875072479248046875e9,0,0.001,1,2,0,-3.551359283854375e13,-3.55135928385437488555908203125e8,0,0.5,0,0,0,3.551359283854375e13,3.55135928385437488555908203125e8,0,-0.5,0,0
"CMScatter_b_174",0,7.8899168147884625e13,7.88991681478846263885498046875e9,0,0.001,1,2,0,-3.94495840739423125e13,-3.94495840739423096179962158203125e8,0,0.5,0,0,0,3.94495840739423125e13,3.94495840739423096179962158203125e8,0,-0.5,0,0
"CMScatter_b_175",0,8.7643606811755e13,8.7643606811755008697509765625e9,0,0.001,1,2,0,-4.38218034058775e13,-4.38218034058775007724761962890625e8,0,0.5,0,0,0,4.38218034058775e13,4.38218034058775007724761962890625e8,0,-0.5,0,0
"CMScatter_b_176",0,9.7357196473553078125e13,9.73571964735530853271484375e9,0,0.001,1,2,0,-4.86785982367765390625e13,-4.867859823677654266357421875e8,0,0.5,0,0,0,4.86785982367765390625e13,4.867859823677654266357421875e8,0,-0.5,0,0
"CMScatter_b_177",0,1.08147348677105734375e14,1.08147348677105731964111328125e10,0,0.001,1,2,0,-5.40736743385528671875e13,-5.4073674338552868366241455078125e8,0,0.5,0,0,0,5.40736743385528671875e13,5.4073674338552868366241455078125e8,0,-0.5,0,0
"CMScatter_b_178",0,1.20133379447349125e14,1.2013337944734912872314453125e10,0,0.001,1,2,0,-6.00666897236745625e13,-6.006668972367455959320068359375e8,0,0.5,0,0,0,6.00666897236745625e13,6.006668972367455959320068359375e8,0,-0.5,0,0
"CMScatter_b_179",0,1.3344782867058815625e14,1.33447828670588169097900390625e10,0,0.001,1,2,0,-6.6723914335294078125e13,-6.672391433529407978057861328125e8,0,0.5,0,0,0,6.6723914335294078125e13,6.672391433529407978057861328125e8,0,-0.5,0,0
"CMScatter_b_180",0,1.4823792570240234375e14,1.4823792570240234375e10,0,0.001,1,2,0,-7.4118962851201171875e13,-7.411896285120117664337158203125e8,0,0.5,0,0,0,7.4118962851201171875e13,7.411896285120117664337158203125e8,0,-0.5,0,0
"CMScatter_b_181",0,1.646672174096911875e14,1.6466721740969120025634765625e10,0,0.001,1,2,0,-8.233360870484559375e13,-8.233360870484559535980224609375e8,0,0.5,0,0,0,8.233360870484559375e13,8.233360870484559535980224609375e8,0,-0.5,0,0
"CMScatter_b_182",0,1.82917376649524125e14,1.8291737664952411651611328125e10,0,0.001,1,2,0,-9.14586883247620625e13,-9.1458688324762058258056640625e8,0,0.5,0,0,0,9.14586883247620625e13,9.1458688324762058258056640625e8,0,-0.5,0,0
"CMScatter_b_183",0,2.031902111827069375e14,2.0319021118270694732666015625e10,0,0.001,1,2,0,-1.0159510559135346875e14,-1.015951055913534641265869140625e9,0,0.5,0,0,0,1.0159510559135346875e14,1.015951055913534641265869140625e9,0,-0.5,0,0
"CMScatter_b_184",0,2.2570989523635534375e14,2.257098952363553619384765625e10,0,0.001,1,2,0,-1.12854947618177671875e14,-1.1285494761817767620086669921875e9,0,0.5,0,0,0,1.12854947618177671875e14,1.1285494761817767620086669921875e9,0,-0.5,0,0
"CMScatter_b_185",0,2.507254483917891875e14,2.5072544839178920745849609375e10,0,0.001,1,2,0,-1.2536272419589459375e14,-1.2536272419589459896087646484375e9,0,0.5,0,0,0,1.2536272419589459375e14,1.2536272419589459896087646484375e9,0,-0.5,0,0
"CMScatter_b_186",0,2.7851348920894928125e14,2.7851348920894927978515625e10,0,0.001,1,2,0,-1.39256744604474640625e14,-1.39256744604474639892578125e9,0,0.5,0,0,0,1.39256744604474640625e14,1.39256744604474639892578125e9,0,-0.5,0,0
"CMScatter_b_187",0,3.093812940365400625e14,3.09381294036540069580078125e10,0,0.001,1,2,0,-1.5469064701827003125e14,-1.54690647018270015716552734375e9,0,0.5,0,0,0,1.5469064701827003125e14,1.54690647018270015716552734375e9,0,-0.5,0,0
"CMScatter_b_188",0,3.436701948318001875e14,3.4367019483180023193359375e10,0,0.001,1,2,0,-1.7183509741590009375e14,-1.718350974159000873565673828125e9,0,0.5,0,0,0,1.7183509741590009375e14,1.718350974159000873565673828125e9,0,-0.5,0,0
"CMScatter_b_189",0,3.817593535625268125e14,3.8175935356252685546875e10,0,0.001,1,2,0,-1.9087967678126340625e14,-1.908796767812633991241455078125e9,0,0.5,0,0,0,1.9087967678126340625e14,1.908796767812633991241455078125e9,0,-0.5,0,0
"CMScatter_b_190",0,4.24069954928174e14,4.240699549281740570068359375e10,0,0.001,1,2,0,-2.12034977464087e14,-2.1203497746408698558807373046875e9,0,0.5,0,0,0,2.12034977464087e14,2.1203497746408698558807373046875e9,0,-0.5,0,0
"CMScatter_b_191",0,4.710698637625626875e14,4.71069863762562713623046875e10,0,0.001,1,2,0,-2.3553493188128134375e14,-2.355349318812813282012939453125e9,0,0.5,0,0,0,2.3553493188128134375e14,2.355349318812813282012939453125e9,0,-0.5,0,0
"CMScatter_b_192",0,5.232787986191201875e14,5.2327879861912017822265625e10,0,0.001,1,2,0,-2.6163939930956009375e14,-2.61639399309560108184814453125e9,0,0.5,0,0,0,2.6163939930956009375e14,2.61639399309560108184814453125e9,0,-0.5,0,0
"CMScatter_b_193",0,5.81274078747447875e14,5.812740787474478912353515625e10,0,0.001,1,2,0,-2.906370393737239375e14,-2.906370393737239360809326171875e9,0,0.5,0,0,0,2.906370393737239375e14,2.906370393737239360809326171875e9,0,-0.5,0,0
"CMScatter_b_194",0,6.4569700801049975e14,6.456970080104998016357421875e10,0,0.001,1,2,0,-3.22848504005249875e14,-3.22848504005249881744384765625e9,0,0.5,0,0,0,3.22848504005249875e14,3.22848504005249881744384765625e9,0,-0.5,0,0
